Latest	12,18	bn:00050146n	http://babelnet.org/rdf/s00050146n	null
person	3479,3485	bn:00046516n	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
killed	3490,3496	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
injured	3518,3525	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
early	3532,3537	bn:00101935a	http://babelnet.org/rdf/s00101935a	null
shooting	3548,3556	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
CLOSE	3597,3602	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	3603,3607	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	3611,3615	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	3618,3623	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	3626,3631	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	3632,3637	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	3638,3647	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	3648,3656	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Update	3657,3663	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
scene	3673,3678	bn:00069550n	http://babelnet.org/rdf/s00069550n	null
shooting	3684,3692	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Cameo	3696,3701	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	3702,3711	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
person	3735,3741	bn:00046516n	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
dead	3745,3749	bn:00100948a	http://babelnet.org/rdf/s00100948a	null
injured	3776,3783	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
shooting	3789,3797	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
early Sunday morning	3798,3818	bn:02509997n	http://babelnet.org/rdf/s02509997n	http://dbpedia.org/resource/Early_Sunday_Morning
Cameo	3822,3827	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	3828,3837	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
report	3856,3862	bn:00067181n	http://babelnet.org/rdf/s00067181n	http://dbpedia.org/resource/Report
filed	3867,3872	bn:00088164v	http://babelnet.org/rdf/s00088164v	null
Facebook	3877,3885	bn:03624775n	http://babelnet.org/rdf/s03624775n	http://dbpedia.org/resource/Facebook
Live	3886,3890	bn:00021559n	http://babelnet.org/rdf/s00021559n	http://dbpedia.org/resource/Concert
a.m.	3903,3907	bn:00114043r	http://babelnet.org/rdf/s00114043r	null
Sunday morning	3908,3922	bn:02060691n	http://babelnet.org/rdf/s02060691n	http://dbpedia.org/resource/1.22.03.Acoustic
Enquirer	3929,3937	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
CLOSE	3947,3952	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	3953,3957	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	3961,3965	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	3968,3973	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	3976,3981	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	3982,3987	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	3988,3997	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	3998,4006	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
witness	4009,4016	bn:00046703n	http://babelnet.org/rdf/s00046703n	null
describes	4017,4026	bn:00086612v	http://babelnet.org/rdf/s00086612v	null
shooting	4031,4039	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Cameo	4043,4048	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	4049,4058	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Cincinnati	4062,4072	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
Mauricio	4080,4088	bn:02161957n	http://babelnet.org/rdf/s02161957n	http://dbpedia.org/resource/Mauricio_(given_name)
talks	4115,4120	bn:00090943v	http://babelnet.org/rdf/s00090943v	null
Cameo	4144,4149	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	4150,4159	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Cincinnati	4165,4175	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
shots	4183,4188	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
erupted	4189,4196	bn:00083985v	http://babelnet.org/rdf/s00083985v	null
crowd	4206,4211	bn:00013874n	http://babelnet.org/rdf/s00013874n	http://dbpedia.org/resource/Crowd
CLOSE	4223,4228	bn:00019918n	http://babelnet.org/rdf/s00019918n	null
Skip	4229,4233	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Skip	4237,4241	bn:00071998n	http://babelnet.org/rdf/s00071998n	null
Embed	4244,4249	bn:13709072n	http://babelnet.org/rdf/s13709072n	null
Share	4252,4257	bn:00060768n	http://babelnet.org/rdf/s00060768n	null
CAMEO	4258,4263	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
NIGHTCLUB	4264,4273	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
SHOOTING	4274,4282	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
bad	4287,4290	bn:00097966a	http://babelnet.org/rdf/s00097966a	null
Cameo	4299,4304	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	4305,4313	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
people	4330,4336	bn:00061450n	http://babelnet.org/rdf/s00061450n	http://dbpedia.org/resource/People
hurt	4337,4341	bn:00082264v	http://babelnet.org/rdf/s00082264v	null
killed	4345,4351	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
nightclub	4359,4368	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
total	4385,4390	bn:00002008n	http://babelnet.org/rdf/s00002008n	null
victims	4394,4401	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
mass shootings	4415,4429	bn:00014221n	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder
Cincinnati	4437,4447	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
region	4448,4454	bn:00060767n	http://babelnet.org/rdf/s00060767n	null
Mark	4468,4472	bn:00041241n	http://babelnet.org/rdf/s00041241n	http://dbpedia.org/resource/Grading_(education)
Wert	4473,4477	bn:01123371n	http://babelnet.org/rdf/s01123371n	http://dbpedia.org/resource/WERT
Video	4502,4507	bn:00076373n	http://babelnet.org/rdf/s00076373n	http://dbpedia.org/resource/Television
bond	4522,4526	bn:00011973n	http://babelnet.org/rdf/s00011973n	http://dbpedia.org/resource/Chemical_bond
suspect	4531,4538	bn:00025884n	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect
Cameo	4542,4547	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
gun	4550,4553	bn:00042221n	http://babelnet.org/rdf/s00042221n	http://dbpedia.org/resource/Gun
battle	4554,4560	bn:00009078n	http://babelnet.org/rdf/s00009078n	http://dbpedia.org/resource/Engagement_(military)
Arrests	4564,4571	bn:00946750n	http://babelnet.org/rdf/s00946750n	http://dbpedia.org/resource/Arrest
Cameo	4580,4585	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	4586,4594	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
calls	4600,4605	bn:00084385v	http://babelnet.org/rdf/s00084385v	null
Cameo	4615,4620	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	4621,4630	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shootings	4631,4640	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Prayer	4642,4648	bn:00059529n	http://babelnet.org/rdf/s00059529n	http://dbpedia.org/resource/Prayer
vigil	4649,4654	bn:00079988n	http://babelnet.org/rdf/s00079988n	null
victims	4663,4670	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
Cameo	4678,4683	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
night club	4684,4694	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	4695,4703	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Sorting	4705,4712	bn:00082871v	http://babelnet.org/rdf/s00082871v	null
Cameo	4713,4718	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
chaos	4719,4724	bn:03687797n	http://babelnet.org/rdf/s03687797n	http://dbpedia.org/resource/Loom_(video_game)
firefighter	4727,4738	bn:00034631n	http://babelnet.org/rdf/s00034631n	http://dbpedia.org/resource/Firefighter
job	4745,4748	bn:00014138n	http://babelnet.org/rdf/s00014138n	http://dbpedia.org/resource/Job
CPD	4758,4761	bn:00701021n	http://babelnet.org/rdf/s00701021n	http://dbpedia.org/resource/CPD_(gene)
chief	4762,4767	bn:00018319n	http://babelnet.org/rdf/s00018319n	null
Cameo	4771,4776	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	4777,4785	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
investigation	4794,4807	bn:00047354n	http://babelnet.org/rdf/s00047354n	null
progressing	4811,4822	bn:00082394v	http://babelnet.org/rdf/s00082394v	null
Update	4826,4832	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
Q&A	4837,4840	bn:03369202n	http://babelnet.org/rdf/s03369202n	http://dbpedia.org/resource/Q&A_(film)
Enquirer	4846,4854	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	4855,4863	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Sharon	4864,4870	bn:00027253n	http://babelnet.org/rdf/s00027253n	http://dbpedia.org/resource/Diospyros_kaki
Cameo	4883,4888	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	4889,4897	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
know	4907,4911	bn:00085261v	http://babelnet.org/rdf/s00085261v	null
Cameo	4922,4927	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	4928,4937	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shootings	4938,4947	bn:00071206n	http://babelnet.org/rdf/s00071206n	null
Enquirer	4949,4957	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	4958,4966	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Sharon	4967,4973	bn:00027253n	http://babelnet.org/rdf/s00027253n	http://dbpedia.org/resource/Diospyros_kaki
talks	4983,4988	bn:00090943v	http://babelnet.org/rdf/s00090943v	null
FOP	4992,4995	bn:00009420n	http://babelnet.org/rdf/s00009420n	http://dbpedia.org/resource/Dude
president	4996,5005	bn:00064233n	http://babelnet.org/rdf/s00064233n	null
Dan	5006,5009	bn:00075878n	http://babelnet.org/rdf/s00075878n	http://dbpedia.org/resource/Taekwondo
Cameo	5021,5026	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	5027,5036	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	5037,5045	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Police chief	5047,5059	bn:00015751n	http://babelnet.org/rdf/s00015751n	null
identifies	5060,5070	bn:00089574v	http://babelnet.org/rdf/s00089574v	null
man	5071,5074	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
killed	5075,5081	bn:00090098v	http://babelnet.org/rdf/s00090098v	null
Cincinnati	5085,5095	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
nightclub	5096,5105	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	5106,5114	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Enquirer	5116,5124	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
reporter	5125,5133	bn:00057562n	http://babelnet.org/rdf/s00057562n	null
Cameron Knight	5134,5148	bn:03184127n	http://babelnet.org/rdf/s03184127n	http://dbpedia.org/resource/Cameron_Knight
discusses	5149,5158	bn:00086931v	http://babelnet.org/rdf/s00086931v	null
latest	5163,5169	bn:00105763a	http://babelnet.org/rdf/s00105763a	null
updates	5170,5177	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
Cincinnati	5185,5195	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
nightclub	5196,5205	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	5206,5214	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Cameo	5216,5221	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	5222,5231	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
shooting	5232,5240	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
need	5252,5256	bn:00091028v	http://babelnet.org/rdf/s00091028v	null
know	5260,5264	bn:00085261v	http://babelnet.org/rdf/s00085261v	null
Update	5266,5272	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
scene	5282,5287	bn:00069550n	http://babelnet.org/rdf/s00069550n	null
shooting	5293,5301	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Cameo	5305,5310	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	5311,5320	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
A witness	5333,5342	bn:03426393n	http://babelnet.org/rdf/s03426393n	http://dbpedia.org/resource/A_Witness
describes	5343,5352	bn:00086612v	http://babelnet.org/rdf/s00086612v	null
shooting	5357,5365	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Cameo	5369,5374	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	5375,5384	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Cincinnati	5388,5398	bn:00019114n	http://babelnet.org/rdf/s00019114n	http://dbpedia.org/resource/Cincinnati
bad	5404,5407	bn:00097966a	http://babelnet.org/rdf/s00097966a	null
Cameo	5416,5421	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	5422,5430	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
Buy	5434,5437	bn:00008569n	http://babelnet.org/rdf/s00008569n	null
Photo	5438,5443	bn:00032381n	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph
crime scene unit	5452,5468	bn:01903990n	http://babelnet.org/rdf/s01903990n	http://dbpedia.org/resource/New_York_City_Police_Department
Cameo	5476,5481	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
Night Club	5482,5492	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Rivertown	5535,5544	bn:02182226n	http://babelnet.org/rdf/s02182226n	http://dbpedia.org/resource/Rivertown_(Dreamworld)
Marina	5545,5551	bn:00053422n	http://babelnet.org/rdf/s00053422n	http://dbpedia.org/resource/Marina
overnight	5558,5567	bn:00096807a	http://babelnet.org/rdf/s00096807a	null
shooting	5568,5576	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
club	5584,5588	bn:00008141n	http://babelnet.org/rdf/s00008141n	null
packed	5601,5607	bn:00091374v	http://babelnet.org/rdf/s00091374v	null
according	5608,5617	bn:00082228v	http://babelnet.org/rdf/s00082228v	null
police	5621,5627	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
left	5630,5634	bn:00088939v	http://babelnet.org/rdf/s00088939v	null
dead	5639,5643	bn:00100948a	http://babelnet.org/rdf/s00100948a	null
injured	5651,5658	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
Police called	5661,5674	bn:02186856n	http://babelnet.org/rdf/s02186856n	http://dbpedia.org/resource/Police_Call
scene	5679,5684	bn:00069550n	http://babelnet.org/rdf/s00069550n	null
chaotic	5687,5694	bn:00099528a	http://babelnet.org/rdf/s00099528a	null
complicated	5699,5710	bn:00100150a	http://babelnet.org/rdf/s00100150a	null
Photo	5717,5722	bn:00032381n	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph
Liz	5725,5728	bn:02265938n	http://babelnet.org/rdf/s02265938n	http://dbpedia.org/resource/The_Magic_School_Bus
Enquirer	5742,5750	bn:00006361n	http://babelnet.org/rdf/s00006361n	null
Liz	5752,5755	bn:02265938n	http://babelnet.org/rdf/s02265938n	http://dbpedia.org/resource/The_Magic_School_Bus
Buy	5763,5766	bn:00008569n	http://babelnet.org/rdf/s00008569n	null
Photo	5767,5772	bn:00032381n	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph
latest	5782,5788	bn:00105763a	http://babelnet.org/rdf/s00105763a	null
information	5789,5800	bn:00046705n	http://babelnet.org/rdf/s00046705n	http://dbpedia.org/resource/Information
click	5803,5808	bn:00085112v	http://babelnet.org/rdf/s00085112v	null
tap	5812,5815	bn:00094811v	http://babelnet.org/rdf/s00094811v	null
Click	5836,5841	bn:00018493n	http://babelnet.org/rdf/s00018493n	null
tap	5845,5848	bn:00094811v	http://babelnet.org/rdf/s00094811v	null
summary	5860,5867	bn:00075142n	http://babelnet.org/rdf/s00075142n	http://dbpedia.org/resource/Summary_(law)
know	5879,5883	bn:00085261v	http://babelnet.org/rdf/s00085261v	null
Level I trauma center	5898,5919	bn:02230625n	http://babelnet.org/rdf/s02230625n	http://dbpedia.org/resource/Trauma_center
respond	5920,5927	bn:00082646v	http://babelnet.org/rdf/s00082646v	null
mass shooting	5933,5946	bn:00014221n	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder
Pastor	5950,5956	bn:00024459n	http://babelnet.org/rdf/s00024459n	http://dbpedia.org/resource/Minister_(Christianity)
Cameo	5960,5965	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
shooting	5966,5974	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
victims	5975,5982	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
calls	5983,5988	bn:00084385v	http://babelnet.org/rdf/s00084385v	null
end	5996,5999	bn:00030718n	http://babelnet.org/rdf/s00030718n	null
violence	6007,6015	bn:00035772n	http://babelnet.org/rdf/s00035772n	http://dbpedia.org/resource/Violence
Tap	6019,6022	bn:00060963n	http://babelnet.org/rdf/s00060963n	null
click	6026,6031	bn:00085112v	http://babelnet.org/rdf/s00085112v	null
guide	6043,6048	bn:00042104n	http://babelnet.org/rdf/s00042104n	http://dbpedia.org/resource/Usher_(entertainer)
mass shooting	6052,6065	bn:00014221n	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder
terminology	6066,6077	bn:00049915n	http://babelnet.org/rdf/s00049915n	http://dbpedia.org/resource/Nomenclature
Update	6081,6087	bn:00079238n	http://babelnet.org/rdf/s00079238n	null
a.m.	6096,6100	bn:00943015n	http://babelnet.org/rdf/s00943015n	http://dbpedia.org/resource/Andrew_Moore_(musician)
Monday	6101,6107	bn:00055609n	http://babelnet.org/rdf/s00055609n	http://dbpedia.org/resource/Monday
Cincinnati Police	6110,6127	bn:00636892n	http://babelnet.org/rdf/s00636892n	http://dbpedia.org/resource/Cincinnati_Police_Department
Police Chief	6121,6133	bn:00015751n	http://babelnet.org/rdf/s00015751n	null
Eliot	6134,6139	bn:00030368n	http://babelnet.org/rdf/s00030368n	http://dbpedia.org/resource/T._S._Eliot
providing	6154,6163	bn:00088643v	http://babelnet.org/rdf/s00088643v	null
update	6167,6173	bn:00095449v	http://babelnet.org/rdf/s00095449v	null
Monday	6174,6180	bn:00055609n	http://babelnet.org/rdf/s00055609n	http://dbpedia.org/resource/Monday
City Hall	6192,6201	bn:00019329n	http://babelnet.org/rdf/s00019329n	http://dbpedia.org/resource/Seat_of_local_government
said	6204,6208	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
additional	6217,6227	bn:00096432a	http://babelnet.org/rdf/s00096432a	null
individual	6228,6238	bn:00046516n	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual
came forward	6239,6251	bn:00085362v	http://babelnet.org/rdf/s00085362v	null
Sunday	6252,6258	bn:00028190n	http://babelnet.org/rdf/s00028190n	http://dbpedia.org/resource/Lord's_Day
claiming	6267,6275	bn:00085016v	http://babelnet.org/rdf/s00085016v	null
struck	6289,6295	bn:00094453v	http://babelnet.org/rdf/s00094453v	null
gunfire	6299,6306	bn:00042242n	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
Cameo	6310,6315	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	6316,6325	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
bringing	6328,6336	bn:00084058v	http://babelnet.org/rdf/s00084058v	null
total	6341,6346	bn:00102277a	http://babelnet.org/rdf/s00102277a	null
injured	6347,6354	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
gunfire	6358,6365	bn:00042242n	http://babelnet.org/rdf/s00042242n	http://dbpedia.org/resource/Gunshot
confident	6389,6398	bn:00100224a	http://babelnet.org/rdf/s00100224a	null
find	6407,6411	bn:00084231v	http://babelnet.org/rdf/s00084231v	null
responsible for	6419,6434	bn:00109743a	http://babelnet.org/rdf/s00109743a	null
said	6450,6454	bn:00093287v	http://babelnet.org/rdf/s00093287v	null
added	6464,6469	bn:00082317v	http://babelnet.org/rdf/s00082317v	null
Law Committee	6489,6502	bn:12451516n	http://babelnet.org/rdf/s12451516n	null
Committee meeting	6493,6510	bn:00011649n	http://babelnet.org/rdf/s00011649n	null
City Hall	6514,6523	bn:00019329n	http://babelnet.org/rdf/s00019329n	http://dbpedia.org/resource/Seat_of_local_government
believe	6541,6548	bn:00083369v	http://babelnet.org/rdf/s00083369v	null
footage	6558,6565	bn:00035702n	http://babelnet.org/rdf/s00035702n	null
shooting	6573,6581	bn:00089349v	http://babelnet.org/rdf/s00089349v	null
nightclub	6598,6607	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
Previous	6611,6619	bn:02954749n	http://babelnet.org/rdf/s02954749n	http://dbpedia.org/resource/Previous_(emulator)
reporting	6620,6629	bn:00082233v	http://babelnet.org/rdf/s00082233v	null
clubgoers	6635,6644	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
danced	6645,6651	bn:00086272v	http://babelnet.org/rdf/s00086272v	null
Saturday night	6659,6673	bn:03636143n	http://babelnet.org/rdf/s03636143n	http://dbpedia.org/resource/Saturday_Night_Live
armed	6676,6681	bn:00097496a	http://babelnet.org/rdf/s00097496a	null
men	6682,6685	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
apparently	6686,6696	bn:00114318r	http://babelnet.org/rdf/s00114318r	null
hoping	6697,6703	bn:00086683v	http://babelnet.org/rdf/s00086683v	null
settle	6707,6713	bn:00093535v	http://babelnet.org/rdf/s00093535v	null
daylong	6716,6723	bn:00100937a	http://babelnet.org/rdf/s00100937a	null
score	6724,6729	bn:00041241n	http://babelnet.org/rdf/s00041241n	http://dbpedia.org/resource/Grading_(education)
opened fire	6730,6741	bn:00088225v	http://babelnet.org/rdf/s00088225v	null
East	6749,6753	bn:00029050n	http://babelnet.org/rdf/s00029050n	http://dbpedia.org/resource/East
End	6754,6757	bn:00030718n	http://babelnet.org/rdf/s00030718n	null
Cameo	6761,6766	bn:00015007n	http://babelnet.org/rdf/s00015007n	http://dbpedia.org/resource/Cameo_(carving)
nightclub	6767,6776	bn:00014419n	http://babelnet.org/rdf/s00014419n	http://dbpedia.org/resource/Nightclub
mass shooting	6794,6807	bn:00014221n	http://babelnet.org/rdf/s00014221n	http://dbpedia.org/resource/Mass_murder
nation	6815,6821	bn:00023236n	http://babelnet.org/rdf/s00023236n	http://dbpedia.org/resource/State_(polity)
so far	6822,6828	bn:00114369r	http://babelnet.org/rdf/s00114369r	null
year	6834,6838	bn:00078738n	http://babelnet.org/rdf/s00078738n	http://dbpedia.org/resource/Year
first responders	6848,6864	bn:15692108n	http://babelnet.org/rdf/s15692108n	http://dbpedia.org/resource/First_responder
performed	6865,6874	bn:00087107v	http://babelnet.org/rdf/s00087107v	null
rescue	6875,6881	bn:00026061n	http://babelnet.org/rdf/s00026061n	http://dbpedia.org/resource/Rescue
medicine	6882,6890	bn:00054133n	http://babelnet.org/rdf/s00054133n	http://dbpedia.org/resource/Medicine
man	6897,6900	bn:00044576n	http://babelnet.org/rdf/s00044576n	http://dbpedia.org/resource/Human
died	6901,6905	bn:00084343v	http://babelnet.org/rdf/s00084343v	null
injuries	6913,6921	bn:00043011n	http://babelnet.org/rdf/s00043011n	http://dbpedia.org/resource/Harm
injured	6941,6948	bn:00089751v	http://babelnet.org/rdf/s00089751v	null
gunshot wounds	6954,6968	bn:00191195n	http://babelnet.org/rdf/s00191195n	http://dbpedia.org/resource/Ballistic_trauma
violence	6976,6984	bn:00035772n	http://babelnet.org/rdf/s00035772n	http://dbpedia.org/resource/Violence
a.m.	6993,6997	bn:00114043r	http://babelnet.org/rdf/s00114043r	null
triggered	6998,7007	bn:00095165v	http://babelnet.org/rdf/s00095165v	null
sweeping	7010,7018	bn:00084157v	http://babelnet.org/rdf/s00084157v	null
panic	7019,7024	bn:00001793n	http://babelnet.org/rdf/s00001793n	http://dbpedia.org/resource/Panic
packed	7036,7042	bn:00105509a	http://babelnet.org/rdf/s00105509a	null
club	7043,7047	bn:00008141n	http://babelnet.org/rdf/s00008141n	null
patrons	7054,7061	bn:00036478n	http://babelnet.org/rdf/s00036478n	null
raced	7062,7067	bn:00083395v	http://babelnet.org/rdf/s00083395v	null
flee	7071,7075	bn:00088291v	http://babelnet.org/rdf/s00088291v	null
scene	7090,7095	bn:00069550n	http://babelnet.org/rdf/s00069550n	null
triage	7099,7105	bn:00078197n	http://babelnet.org/rdf/s00078197n	http://dbpedia.org/resource/Triage
victims	7106,7113	bn:00079940n	http://babelnet.org/rdf/s00079940n	null
police	7116,7122	bn:00022026n	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary
firefighters	7127,7139	bn:00034631n	http://babelnet.org/rdf/s00034631n	http://dbpedia.org/resource/Firefighter
step over	7147,7156	bn:13782910v	http://babelnet.org/rdf/s13782910v	null
wounded	7157,7164	bn:00104411a	http://babelnet.org/rdf/s00104411a	null
