     2017-01-05	        CD	      S-NP	         O	              -	(S1(NP*))

         Police	       NNP	      S-NP	         O	              -	         O	(S1(S(NP*)
              :	         :	         O	         O	              -	         O	*
     Clearwater	       NNP	      B-NP	     S-LOC	              -	      B-A0	(S(NP*
            boy	        NN	      E-NP	         O	              -	      E-A0	*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	(VP*
        himself	       PRP	      S-NP	         O	              -	      S-A1	(NP*)
          after	        IN	      S-PP	         O	              -	  B-AM-TMP	(PP*
       argument	        NN	      S-NP	         O	              -	  I-AM-TMP	(NP(NP*)
           with	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
         mother	        NN	      S-NP	         O	              -	  E-AM-TMP	(NP*))))))))

         Police	       NNP	      S-NP	         O	              -	         O	         O	      B-A0	         O	         O	(S1(S(S(NP*)
              :	         :	         O	         O	              -	         O	         O	      I-A0	         O	         O	*
     Clearwater	       NNP	      B-NP	     S-LOC	              -	      B-A0	         O	      I-A0	         O	         O	(S(NP*
            boy	        NN	      E-NP	         O	              -	      E-A0	         O	      I-A0	         O	         O	*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	         O	      I-A0	         O	         O	(VP*
        himself	       PRP	      S-NP	         O	              -	      S-A1	         O	      I-A0	         O	         O	(NP*)
          after	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	      I-A0	         O	         O	(PP*
       argument	        NN	      S-NP	         O	              -	  I-AM-TMP	         O	      I-A0	         O	         O	(NP(NP*)
           with	        IN	      S-PP	         O	              -	  I-AM-TMP	         O	      I-A0	         O	         O	(PP*
         mother	        NN	      B-NP	         O	              -	  I-AM-TMP	         O	      I-A0	         O	         O	(NP*
          Local	       NNP	      I-NP	    B-MISC	              -	  I-AM-TMP	         O	      I-A0	         O	         O	*
           News	       NNP	      I-NP	    I-MISC	              -	  I-AM-TMP	         O	      I-A0	         O	         O	*
         Police	       NNP	      E-NP	    E-MISC	              -	  E-AM-TMP	         O	      I-A0	         O	         O	*))))))
              :	         :	         O	         O	              -	         O	         O	      I-A0	         O	         O	*
     Clearwater	       NNP	      B-NP	     S-LOC	              -	         O	      B-A0	      I-A0	         O	         O	(S(NP*
            boy	        NN	      E-NP	         O	              -	         O	      E-A0	      I-A0	         O	         O	*)
         killed	       VBD	      S-VP	         O	         killed	         O	       S-V	      I-A0	         O	         O	(VP*
        himself	       PRP	      S-NP	         O	              -	         O	      S-A1	      I-A0	         O	         O	(NP*)
          after	        IN	      S-PP	         O	              -	         O	  B-AM-TMP	      I-A0	         O	         O	(PP*
       argument	        NN	      S-NP	         O	              -	         O	  I-AM-TMP	      I-A0	         O	         O	(NP(NP*)
           with	        IN	      S-PP	         O	              -	         O	  I-AM-TMP	      I-A0	         O	         O	(PP*
         mother	        NN	      B-NP	         O	              -	         O	  I-AM-TMP	      I-A0	         O	         O	(NP*
     Clearwater	       NNP	      I-NP	     S-LOC	              -	         O	  I-AM-TMP	      I-A0	         O	         O	*
         police	       NNS	      E-NP	         O	              -	         O	  E-AM-TMP	      E-A0	         O	         O	*))))))
            say	       VBP	      S-VP	         O	            say	         O	         O	       S-V	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	         O	         O	      B-A1	      B-A0	      B-A0	(SBAR(S(NP*
        10-year	        JJ	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A0	(ADJP*
              -	         :	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A0	*
            old	        JJ	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A0	*)
            boy	        NN	      E-NP	         O	              -	         O	         O	      I-A1	      E-A0	      E-A0	*)
         turned	       VBD	      S-VP	         O	         turned	         O	         O	      I-A1	       S-V	         O	(VP*
              a	        DT	      B-NP	         O	              -	         O	         O	      I-A1	      B-A1	         O	(NP*
            gun	        NN	      E-NP	         O	              -	         O	         O	      I-A1	      E-A1	         O	*)
             on	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  B-AM-LOC	         O	(PP*
        himself	       PRP	      S-NP	         O	              -	         O	         O	      I-A1	  E-AM-LOC	         O	(NP*))
       Thursday	       NNP	      B-NP	         O	              -	         O	         O	      I-A1	  B-AM-TMP	         O	(NP*
        morning	        NN	      E-NP	         O	              -	         O	         O	      I-A1	  E-AM-TMP	         O	*)
          after	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  B-AM-TMP	         O	(PP*
        getting	       VBG	      S-VP	         O	        getting	         O	         O	      I-A1	  I-AM-TMP	       S-V	(S(VP*
           into	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      B-A2	(PP*
             an	        DT	      B-NP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	(NP(NP*
       argument	        NN	      E-NP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	*)
           with	        IN	      S-PP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	(PP*
            his	      PRP$	      B-NP	         O	              -	         O	         O	      I-A1	  I-AM-TMP	      I-A2	(NP*
         mother	        NN	      E-NP	         O	              -	         O	         O	      E-A1	  E-AM-TMP	      E-A2	*))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	*))

              -	         :	         O	         O	              -	         O	         O	         O	(S1(S*
         police	       NNS	      E-NP	         O	              -	      E-A0	         O	         O	*)
            are	       VBP	      B-VP	         O	              -	         O	         O	         O	(VP*
          still	        RB	      I-VP	         O	              -	  S-AM-TMP	         O	         O	(ADVP*)
  investigating	       VBG	      E-VP	         O	  investigating	       S-V	         O	         O	(VP*
            how	       WRB	    S-ADVP	         O	              -	      B-A1	         O	         O	(SBAR(SBAR(WHADVP*)
            the	        DT	      B-NP	         O	              -	      I-A1	      B-A1	         O	(S(NP*
            gun	        NN	      E-NP	         O	              -	      I-A1	      E-A1	         O	*)
            was	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	(VP*
         stored	       VBN	      E-VP	         O	         stored	      E-A1	       S-V	         O	(VP*))))
            and	        CC	         O	         O	              -	         O	         O	         O	*
            why	       WRB	    S-ADVP	         O	              -	         O	         O	         O	(SBAR(WHADVP*)
           they	       PRP	      S-NP	         O	              -	         O	         O	      B-A0	(S(NP*
            boy	        NN	      S-NP	         O	              -	         O	         O	      E-A0	*)
            was	       VBD	      S-VP	         O	              -	         O	         O	         O	(VP*
           able	        JJ	    S-ADJP	         O	              -	         O	         O	         O	(ADJP*
             to	        TO	      B-VP	         O	              -	         O	         O	         O	(S(VP*
         access	        VB	      E-VP	         O	         access	         O	         O	       S-V	(VP*
             it	       PRP	      S-NP	         O	              -	         O	         O	      S-A1	(NP*)
             so	        RB	    B-ADVP	         O	              -	         O	         O	  B-AM-MNR	(ADVP*
         easily	        RB	    E-ADVP	         O	              -	         O	         O	  E-AM-MNR	*)))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*))

            The	        DT	      B-NP	         O	              -	      B-A0	         O	(S1(S(NP*
          chief	        NN	      E-NP	         O	              -	      E-A0	         O	*)
           says	       VBZ	      S-VP	         O	           says	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	(SBAR(S(NP*
        tragedy	        NN	      E-NP	         O	              -	      I-A1	         O	*)
             is	       VBZ	      S-VP	         O	              -	      I-A1	         O	(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	         O	(NP(NP*
          stark	        JJ	      I-NP	         O	              -	      I-A1	         O	*
       reminder	        NN	      E-NP	         O	              -	      I-A1	         O	*)
             to	        TO	      S-PP	         O	              -	      I-A1	         O	(PP*
            gun	        NN	      B-NP	         O	              -	      I-A1	      B-A0	(NP*
         owners	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	*))
             to	        TO	      B-VP	         O	              -	      I-A1	         O	(S(VP*
           keep	        VB	      E-VP	         O	           keep	      I-A1	       S-V	(VP*
          their	      PRP$	      B-NP	         O	              -	      I-A1	      B-A1	(S(NP*
        weapons	       NNS	      E-NP	         O	              -	      I-A1	      E-A1	*)
            out	        IN	      S-PP	         O	              -	      I-A1	      B-A2	(PP*
             of	        IN	      S-PP	         O	              -	      I-A1	      I-A2	(PP*
          reach	        NN	      S-NP	         O	              -	      I-A1	      I-A2	(NP*))
             to	        TO	      S-PP	         O	              -	      I-A1	      I-A2	(PP*
       children	       NNS	      S-NP	         O	              -	      E-A1	      E-A2	(NP*))))))))))))))

              "	        ``	         O	         O	              -	         O	         O	         O	         O	         O	(S1(SINV(S(S(ADVP*)
          There	        EX	      S-NP	         O	              -	         O	         O	         O	         O	         O	(NP*)
            are	       VBP	      S-VP	         O	              -	         O	         O	         O	         O	         O	(VP*
          rules	       NNS	      B-NP	         O	              -	         O	         O	         O	         O	      B-A1	(NP*
            and	        CC	      I-NP	         O	              -	         O	         O	         O	         O	      I-A1	*
   restrictions	       NNS	      E-NP	         O	              -	         O	         O	         O	         O	      I-A1	*)
             on	        IN	      S-PP	         O	              -	         O	         O	         O	         O	      I-A1	(PP*
         making	       VBG	      S-VP	         O	         making	       S-V	         O	         O	         O	      I-A1	(S(VP*
           sure	        JJ	    S-ADJP	         O	              -	      S-A1	         O	         O	         O	      I-A1	(ADJP*)
            you	       PRP	      S-NP	         O	              -	      B-A2	      S-A0	         O	         O	      I-A1	(SBAR(S(NP*)
           keep	       VBP	      S-VP	         O	           keep	      I-A2	       S-V	         O	         O	      I-A1	(VP*
              a	        DT	      B-NP	         O	              -	      I-A2	      B-A1	         O	         O	      I-A1	(NP*
            gun	        NN	      E-NP	         O	              -	      I-A2	      E-A1	         O	         O	      I-A1	*)
             in	        IN	      S-PP	         O	              -	      I-A2	  B-AM-LOC	         O	         O	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	(NP(NP*
           safe	        JJ	      I-NP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	*
         manner	        NN	      E-NP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	*)
           that	       WDT	      S-NP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	(SBAR(WHNP*)
             's	       VBZ	      S-VP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	(S(VP*
            not	        RB	         O	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	*
     accessible	        JJ	    S-ADJP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	(ADJP*
             to	        TO	      S-PP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	      I-A2	  I-AM-LOC	         O	         O	      I-A1	(NP*
          child	        NN	      E-NP	         O	              -	      E-A2	  E-AM-LOC	         O	         O	      I-A1	*))))))))))))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	      I-A1	*
            and	        CC	         O	         O	              -	         O	         O	         O	         O	      I-A1	*
              I	       PRP	      S-NP	         O	              -	         O	         O	      S-A0	         O	      I-A1	(S(NP*)
          think	       VBP	      S-VP	         O	          think	         O	         O	       S-V	         O	      I-A1	(VP*
           that	        DT	      S-NP	         O	              -	         O	         O	      B-A1	         O	      I-A1	(SBAR(S(NP*)
             's	       VBZ	      S-VP	         O	              -	         O	         O	      I-A1	         O	      I-A1	(VP*
           just	        RB	      B-NP	         O	              -	         O	         O	      I-A1	      B-A0	      I-A1	(NP(NP*
            the	        DT	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A1	*
    responsible	        JJ	      I-NP	         O	              -	         O	         O	      I-A1	      I-A0	      I-A1	*
          thing	        NN	      E-NP	         O	              -	         O	         O	      I-A1	      E-A0	      I-A1	*)
             to	        TO	      B-VP	         O	              -	         O	         O	      I-A1	         O	      I-A1	(SBAR(S(VP*
             do	        VB	      E-VP	         O	             do	         O	         O	      I-A1	       S-V	      I-A1	(VP*
             as	        IN	      S-PP	         O	              -	         O	         O	      I-A1	      B-A2	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	         O	         O	      I-A1	      I-A2	      I-A1	(NP*
            gun	        NN	      I-NP	         O	              -	         O	         O	      I-A1	      I-A2	      I-A1	*
          owner	        NN	      E-NP	         O	              -	         O	         O	      I-A1	      E-A2	      E-A1	*)))))))))))))
              ,	         ,	         O	         O	              -	         O	         O	      I-A1	         O	         O	*
              "	        ``	      B-NP	         O	              -	         O	         O	      I-A1	         O	      B-A0	(NP*
      Slaughter	       NNP	      E-NP	     S-PER	              -	         O	         O	      I-A1	         O	      E-A0	*)
         stated	       VBD	      S-VP	         O	         stated	         O	         O	      E-A1	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	*))

              "	        ``	         O	         O	              -	         O	         O	(S1(S(S(ADVP*)
              I	       PRP	      S-NP	         O	              -	      S-A0	         O	(NP*)
             'm	       VBP	      S-VP	         O	              -	         O	         O	(VP(VP*
            not	        RB	         O	         O	              -	         O	         O	*
           here	        RB	    S-ADVP	         O	              -	         O	         O	(ADVP*)
             to	        TO	      B-VP	         O	              -	         O	         O	(S(VP*
         debate	        VB	      E-VP	         O	         debate	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	(NP(NP*
         Second	       NNP	      I-NP	         O	              -	      I-A1	         O	*
      Amendment	       NNP	      I-NP	         O	              -	      I-A1	         O	*)
             or	        CC	      I-NP	         O	              -	      I-A1	         O	*
       anything	        NN	      E-NP	         O	              -	      E-A1	         O	(NP*))))))
              ,	         ,	         O	         O	              -	         O	         O	*
            but	        CC	         O	         O	              -	         O	         O	(PP*
           with	        IN	      S-PP	         O	              -	         O	         O	(PP*
        certain	        JJ	      B-NP	         O	              -	         O	      B-A1	(NP(NP*
         rights	       NNS	      E-NP	         O	              -	         O	      I-A1	*)
             in	        IN	      S-PP	         O	              -	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	      I-A1	(NP*
   Constitution	       NNP	      E-NP	         O	              -	         O	      E-A1	*)))))))
           come	       VBP	      S-VP	         O	           come	         O	       S-V	(VP*
          great	        JJ	    S-ADJP	         O	              -	         O	      S-A2	(ADJP*)
              ,	         ,	         O	         O	              -	         O	         O	*
          great	        JJ	      B-NP	         O	              -	         O	  B-AM-ADV	(NP*
 responsibility	        NN	      E-NP	         O	              -	         O	  E-AM-ADV	*))
              .	         .	         O	         O	              -	         O	         O	*))

            And	        CC	         O	         O	              -	         O	         O	(S1(S(S*
             if	        IN	    S-SBAR	         O	              -	         O	         O	(SBAR*
              a	        DT	      B-NP	         O	              -	      B-A0	         O	(S(NP*
         person	        NN	      E-NP	         O	              -	      E-A0	         O	*)
           owns	       VBZ	      S-VP	         O	           owns	       S-V	         O	(VP*
              a	        DT	      B-NP	         O	              -	      B-A1	         O	(NP*
        firearm	        NN	      E-NP	         O	              -	      E-A1	         O	*))))
              ,	         ,	         O	         O	              -	         O	         O	*
          there	        EX	      S-NP	         O	              -	         O	         O	(NP*)
             is	       VBZ	      S-VP	         O	              -	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	         O	         O	(NP(NP*
 responsibility	        NN	      E-NP	         O	              -	         O	         O	*)
             to	        TO	      B-VP	         O	              -	         O	         O	(SBAR(S(VP*
           keep	        VB	      E-VP	         O	           keep	         O	       S-V	(VP*
             it	       PRP	      S-NP	         O	              -	         O	      S-A1	(S(NP*)
             in	        IN	      S-PP	         O	              -	         O	  B-AM-LOC	(PP*
              a	        DT	      B-NP	         O	              -	         O	  I-AM-LOC	(NP*
           safe	        JJ	      I-NP	         O	              -	         O	  I-AM-LOC	*
       location	        NN	      E-NP	         O	              -	         O	  E-AM-LOC	*))))))))))
              .	         .	         O	         O	              -	         O	         O	*
              "	         .	         O	         O	              -	         O	         O	*))

            The	        DT	      B-NP	         O	              -	(S1(NP(NP(NP*
            boy	        NN	      E-NP	         O	              -	*
             's	       POS	      B-NP	         O	              -	*)
         mother	        NN	      I-NP	         O	              -	*)
              ,	         ,	      I-NP	         O	              -	*
        49-year	        JJ	      I-NP	         O	              -	(ADJP(ADJP*
              -	         :	      I-NP	         O	              -	*
            old	        JJ	      I-NP	         O	              -	(SBAR(S(NP*
           Olga	       NNP	      I-NP	     B-PER	              -	*
    Grusetskaja	       NNP	      E-NP	     E-PER	              -	*)
              ,	         ,	         O	         O	              -	*
            was	       VBD	      S-VP	         O	              -	(VP*
            the	        DT	      B-NP	         O	              -	(NP*
           only	        JJ	      I-NP	         O	              -	*
          other	        JJ	      I-NP	         O	              -	*
         people	       NNS	      E-NP	         O	              -	*)
           home	        RB	    S-ADVP	         O	              -	(PP(ADVP*)
             at	        IN	      S-PP	         O	              -	*
            the	        DT	      B-NP	         O	              -	(NP(NP*
           time	        NN	      E-NP	         O	              -	*)
             of	        IN	      S-PP	         O	              -	(PP*
            the	        DT	      B-NP	         O	              -	(NP*
       incident	        NN	      E-NP	         O	              -	*))))))))
              .	         .	         O	         O	              -	*)))

