     2017-01-03	        CD	      S-NP	         O	              -	(S1(NP*))

              4	        CD	      S-NP	         O	              -	      S-A1	(S1(X(S(NP*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	(VP*))
              ,	         ,	         O	         O	              -	         O	*
             11	        CD	      S-NP	         O	              -	         O	(ADJP(NP*)
        wounded	       VBN	      S-VP	         O	              -	         O	*
             in	        IN	      S-PP	         O	              -	         O	(PP*
           city	        NN	      B-NP	         O	              -	         O	(NP*
      shootings	       NNS	      E-NP	         O	              -	         O	*)))
        Tuesday	       NNP	      S-NP	         O	              -	         O	(NP*)))

              4	        CD	      S-NP	         O	              -	      S-A1	         O	         O	(S1(S(S(NP*)
         killed	       VBD	      S-VP	         O	         killed	       S-V	         O	         O	(VP*))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
             11	        CD	      S-NP	         O	              -	         O	         O	         O	(ADJP(ADJP(NP*)
        wounded	       VBN	      S-VP	         O	              -	         O	         O	         O	*
             in	        IN	      S-PP	         O	              -	         O	         O	         O	(PP*
           city	        NN	      B-NP	         O	              -	         O	         O	         O	(NP*
      shootings	       NNS	      E-NP	         O	              -	         O	         O	         O	*))
        Tuesday	       NNP	      B-NP	         O	              -	         O	         O	         O	(NP*))
        NEWLINE	       NNP	      I-NP	    B-MISC	              -	         O	         O	         O	*)
           Four	       NNP	      I-NP	    E-MISC	              -	         O	      B-A1	         O	(S(NP*
         people	       NNS	      E-NP	         O	              -	         O	      E-A1	         O	*)
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
         killed	       VBN	      E-VP	         O	         killed	         O	       S-V	         O	(VP*)))
            and	        CC	         O	         O	              -	         O	         O	         O	*
             at	        IN	      B-NP	         O	              -	         O	         O	      B-A1	(S(NP(QP*
          least	       JJS	      I-NP	         O	              -	         O	         O	      I-A1	*
             11	        CD	      I-NP	         O	              -	         O	         O	      I-A1	*)
         others	       NNS	      E-NP	         O	              -	         O	         O	      E-A1	*)
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
        wounded	       VBN	      E-VP	         O	        wounded	         O	         O	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	         O	         O	  B-AM-LOC	(PP*
      shootings	       NNS	      S-NP	         O	              -	         O	         O	  I-AM-LOC	(NP*))
        Tuesday	       NNP	      S-NP	         O	              -	         O	         O	  I-AM-LOC	(NP*)
         across	        IN	      S-PP	         O	              -	         O	         O	  I-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	  I-AM-LOC	(NP(NP*
           city	        NN	      E-NP	         O	              -	         O	         O	  I-AM-LOC	*)
           ’s	        JJ	    S-ADJP	         O	              -	         O	         O	  I-AM-LOC	*
          South	       NNP	      B-NP	     S-LOC	              -	         O	         O	  I-AM-LOC	(ADJP*
            and	        CC	      I-NP	         O	              -	         O	         O	  I-AM-LOC	*
           West	       NNP	      I-NP	     S-LOC	              -	         O	         O	  I-AM-LOC	*)
          sides	       NNS	      E-NP	         O	              -	         O	         O	  E-AM-LOC	*)))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	         O	(NP*)))

           Most	       RBS	    B-ADVP	         O	              -	  B-AM-TMP	(S1(S(ADVP*
       recently	        RB	    E-ADVP	         O	              -	  E-AM-TMP	*)
              ,	         ,	         O	         O	              -	         O	*
            two	        CD	      B-NP	         O	              -	      B-A1	(NP*
       brothers	       NNS	      E-NP	         O	              -	      E-A1	*)
           were	       VBD	      B-VP	         O	              -	         O	(VP*
         killed	       VBN	      E-VP	         O	         killed	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
          Homan	       NNP	      I-NP	    B-MISC	              -	  I-AM-LOC	*
         Square	       NNP	      I-NP	    E-MISC	              -	  I-AM-LOC	*
   neighborhood	        NN	      I-NP	         O	              -	  I-AM-LOC	*
       shooting	        NN	      E-NP	         O	              -	  I-AM-LOC	*))
             on	        IN	      S-PP	         O	              -	  I-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
           West	       NNP	      I-NP	     B-LOC	              -	  I-AM-LOC	*
           Side	       NNP	      E-NP	     E-LOC	              -	  E-AM-LOC	*))))
              .	         .	         O	         O	              -	         O	*))

       Officers	       NNS	      S-NP	         O	              -	      S-A0	         O	      B-A0	         O	(S1(S(S(NP(NP*)
              ,	         ,	         O	         O	              -	      E-A1	      E-A0	         O	      I-A1	*)
            was	       VBD	      B-VP	         O	              -	         O	         O	         O	      I-A1	(VP(VP*
           shot	       VBN	      E-VP	         O	           shot	       S-V	         O	         O	      I-A1	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	         O	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	         O	         O	      I-A1	(NP*
           head	        NN	      E-NP	         O	              -	  I-AM-LOC	         O	         O	      I-A1	*))))
              ,	         ,	         O	         O	              -	  I-AM-LOC	         O	         O	      I-A1	*
           back	        RB	    S-ADVP	         O	              -	  I-AM-LOC	         O	         O	      I-A1	(ADVP*
            and	        CC	         O	         O	              -	  I-AM-LOC	         O	         O	      I-A1	*
            arm	        NN	      B-VP	         O	              -	  I-AM-LOC	         O	         O	      I-A1	*)
            and	        CC	      I-VP	         O	              -	  I-AM-LOC	         O	         O	      I-A1	*
          taken	       VBN	      E-VP	         O	          taken	  I-AM-LOC	       S-V	         O	      I-A1	(VP*
             to	        TO	      S-PP	         O	              -	  I-AM-LOC	      B-A1	         O	      I-A1	(PP*
        Stroger	       NNP	      B-NP	     B-LOC	              -	  I-AM-LOC	      I-A1	         O	      I-A1	(NP(NP*
       Hospital	       NNP	      E-NP	     E-LOC	              -	  I-AM-LOC	      I-A1	         O	      I-A1	*)
              ,	         ,	         O	         O	              -	  I-AM-LOC	      I-A1	         O	      I-A1	*
          where	       WRB	    S-ADVP	         O	              -	  I-AM-LOC	      I-A1	S-R-AM-LOC	      I-A1	(SBAR(WHADVP*)
             he	       PRP	      S-NP	         O	              -	  I-AM-LOC	      I-A1	      S-A1	      I-A1	(S(NP*)
            was	       VBD	      B-VP	         O	              -	  I-AM-LOC	      I-A1	         O	      I-A1	(VP*
     pronounced	       VBN	      E-VP	         O	     pronounced	  I-AM-LOC	      I-A1	       S-V	      I-A1	(VP*
           dead	        JJ	    S-ADJP	         O	              -	  I-AM-LOC	      I-A1	      S-A2	      I-A1	(ADJP*)
             at	        IN	      S-PP	         O	              -	  I-AM-LOC	      I-A1	  B-AM-TMP	      I-A1	(PP*
          12:20	        CD	      B-NP	         O	              -	  I-AM-LOC	      I-A1	  I-AM-TMP	      I-A1	(NP*
           p.m.	        NN	      E-NP	         O	              -	  E-AM-LOC	      E-A1	  E-AM-TMP	      E-A1	*)))))))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	*
    authorities	       NNS	      S-NP	         O	              -	         O	         O	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

      Jefferson	       NNP	      S-NP	     S-PER	              -	      B-A0	      B-A1	         O	(S1(S(NP(NP(NP*)
              ,	         ,	         O	         O	              -	      I-A0	      I-A1	         O	*
             of	        IN	      S-PP	         O	              -	      I-A0	      I-A1	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A0	      I-A1	         O	(NP(NP*
           3200	        CD	      I-NP	         O	              -	      I-A0	      I-A1	         O	*
          block	        NN	      E-NP	         O	              -	      I-A0	      I-A1	         O	*)
             of	        IN	      S-PP	         O	              -	      I-A0	      I-A1	         O	(PP*
           West	       NNP	      B-NP	     B-LOC	              -	      I-A0	      I-A1	         O	(NP*
          Maple	       NNP	      E-NP	     E-LOC	              -	      I-A0	      I-A1	         O	*)))))
              ,	         ,	         O	         O	              -	      E-A0	      E-A1	         O	*)
       suffered	       VBD	      S-VP	         O	       suffered	       S-V	         O	         O	(VP(VP*
              a	        DT	      B-NP	         O	              -	      B-A1	         O	         O	(NP*
        gunshot	        NN	      I-NP	         O	              -	      I-A1	         O	         O	*
          wound	        NN	      E-NP	         O	              -	      I-A1	         O	         O	*)
             to	        TO	      S-PP	         O	              -	      I-A1	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	(NP*
           head	        NN	      E-NP	         O	              -	      E-A1	         O	         O	*)))
            and	        CC	         O	         O	              -	         O	         O	         O	*
            was	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
          taken	       VBN	      E-VP	         O	          taken	         O	       S-V	         O	(VP*
             to	        TO	      S-PP	         O	              -	         O	  B-AM-DIR	         O	(PP*
          Mount	       NNP	      B-NP	     B-LOC	              -	         O	  I-AM-DIR	         O	(NP(NP*
          Sinai	       NNP	      E-NP	     E-LOC	              -	         O	  I-AM-DIR	         O	*)
              ,	         ,	         O	         O	              -	         O	  I-AM-DIR	         O	*
          where	       WRB	    S-ADVP	         O	              -	  B-AM-LOC	  I-AM-DIR	S-R-AM-LOC	(SBAR(WHADVP*)
             he	       PRP	      S-NP	         O	              -	  I-AM-LOC	  I-AM-DIR	      S-A1	(S(NP*)
            was	       VBD	      B-VP	         O	              -	  I-AM-LOC	  I-AM-DIR	         O	(VP*
     pronounced	       VBN	      E-VP	         O	     pronounced	  I-AM-LOC	  I-AM-DIR	       S-V	(VP*
           dead	        JJ	    S-ADJP	         O	              -	  I-AM-LOC	  I-AM-DIR	      S-A2	(S(ADJP*)
             at	        IN	      S-PP	         O	              -	  I-AM-LOC	  I-AM-DIR	  B-AM-TMP	(PP*
          12:41	        CD	      B-NP	         O	              -	  I-AM-LOC	  I-AM-DIR	  I-AM-TMP	(NP*
           a.m.	        NN	      E-NP	         O	              -	  I-AM-LOC	  I-AM-DIR	  I-AM-TMP	*)))
      Wednesday	       NNP	      B-NP	         O	              -	  I-AM-LOC	  I-AM-DIR	  E-AM-TMP	(NP*))))))))))
              .	         .	      I-NP	         O	              -	  I-AM-LOC	  I-AM-DIR	         O	*
        NEWLINE	       NNP	      E-NP	     S-ORG	              -	  E-AM-LOC	  E-AM-DIR	         O	(NP*)))

            The	        DT	      B-NP	         O	              -	  B-AM-TMP	(S1(S(NP*
            day	        NN	      I-NP	         O	              -	  E-AM-TMP	*)
           ’s	        NN	      I-NP	         O	              -	      B-A1	(VP*
         latest	        RB	      I-NP	         O	              -	      I-A1	(SBAR(S(NP*
       nonfatal	        JJ	      I-NP	         O	              -	      I-A1	*
       shooting	        NN	      E-NP	         O	              -	      E-A1	*)
       happened	       VBD	      S-VP	         O	       happened	       S-V	(VP*
        shortly	        RB	    S-ADVP	         O	              -	  B-AM-TMP	(PP(ADVP*)
          after	        IN	      S-PP	         O	              -	  I-AM-TMP	*
             11	        CD	      B-NP	         O	              -	  I-AM-TMP	(NP*
           p.m.	        NN	      E-NP	         O	              -	  I-AM-TMP	*))
         during	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
             an	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP(NP*
      attempted	        JJ	      I-NP	         O	              -	  I-AM-TMP	*
     carjacking	        NN	      E-NP	         O	              -	  I-AM-TMP	*)
             in	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP*
        Chatham	       NNP	      I-NP	     S-LOC	              -	  I-AM-TMP	*
   neighborhood	        NN	      E-NP	         O	              -	  I-AM-TMP	*))
             on	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP*
          South	       NNP	      I-NP	     B-LOC	              -	  I-AM-TMP	*
           Side	       NNP	      E-NP	     E-LOC	              -	  E-AM-TMP	*))))))))
              .	         .	         O	         O	              -	         O	*))

              A	        DT	      B-NP	         O	              -	         O	         O	         O	         O	      B-A1	(S1(S(S(NP*
        19-year	        JJ	      I-NP	         O	              -	         O	         O	         O	         O	      I-A1	*
              -	         :	      I-NP	         O	              -	         O	         O	         O	         O	      I-A1	*
            old	        JJ	      I-NP	         O	              -	         O	         O	         O	         O	      I-A1	*
            man	        NN	      E-NP	         O	              -	         O	         O	         O	         O	      I-A1	*)
            was	       VBD	      S-VP	         O	              -	         O	         O	         O	         O	      I-A1	(VP*
             in	        IN	      S-PP	         O	              -	         O	         O	         O	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	         O	         O	      I-A1	(NP(NP*
         parked	       VBN	      I-NP	         O	         parked	       S-V	         O	         O	         O	      I-A1	*
        vehicle	        NN	      E-NP	         O	              -	      S-A1	         O	         O	         O	      I-A1	*)
             in	        IN	      S-PP	         O	              -	         O	         O	         O	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	         O	         O	      I-A1	(NP(NP*
           7500	        CD	      I-NP	         O	              -	         O	         O	         O	         O	      I-A1	*
          block	        NN	      E-NP	         O	              -	         O	         O	         O	         O	      I-A1	*)
             of	        IN	      S-PP	         O	              -	         O	         O	         O	         O	      I-A1	(PP*
          South	       NNP	      B-NP	     B-LOC	              -	         O	         O	         O	         O	      I-A1	(NP*
            St.	       NNP	      I-NP	     I-LOC	              -	         O	         O	         O	         O	      I-A1	*
       Lawrence	       NNP	      E-NP	     E-LOC	              -	         O	         O	         O	         O	      I-A1	*))))
           when	       WRB	    S-ADVP	         O	              -	         O	S-R-AM-TMP	         O	         O	      I-A1	(SBAR(WHADVP*)
          three	        CD	      B-NP	         O	              -	         O	      B-A1	         O	      B-A0	      I-A1	(S(NP*
          males	       NNS	      E-NP	         O	              -	         O	      E-A1	         O	      E-A0	      I-A1	*)
            got	       VBD	      S-VP	         O	            got	         O	       S-V	         O	         O	      I-A1	(VP*
           into	        IN	      S-PP	         O	              -	         O	      B-A2	         O	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	      I-A2	         O	         O	      I-A1	(NP*
        vehicle	        NN	      E-NP	         O	              -	         O	      E-A2	         O	         O	      I-A1	*)))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	      I-A1	*))))
           then	        RB	    S-ADVP	         O	              -	         O	         O	  S-AM-TMP	         O	      I-A1	*
          tried	       VBD	      B-VP	         O	          tried	         O	         O	       S-V	         O	      I-A1	(VP*
             to	        TO	      I-VP	         O	              -	         O	         O	      B-A1	         O	      I-A1	(S(VP*
           take	        VB	      E-VP	         O	           take	         O	         O	      I-A1	       S-V	      I-A1	(VP*
             it	       PRP	      S-NP	         O	              -	         O	         O	      E-A1	      S-A1	      E-A1	(NP*)))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	         O	*
         police	       NNS	      S-NP	         O	              -	         O	         O	         O	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	         O	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	*))

            One	        CD	      S-NP	         O	              -	         O	         O	(S1(NP(NP(NP*)
             of	        IN	      S-PP	         O	              -	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	(NP(NP*
          males	       NNS	      E-NP	         O	              -	      E-A1	         O	*)
         opened	       VBN	      S-VP	         O	         opened	       S-V	         O	(VP*
           fire	        NN	      S-NP	         O	              -	      S-A1	         O	(NP*))))
         before	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	(SBAR*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	      B-A0	(S(NP*
          group	        NN	      E-NP	         O	              -	  I-AM-TMP	      E-A0	*)
            ran	       VBD	      S-VP	         O	            ran	  I-AM-TMP	       S-V	(VP*
           away	        RB	    S-ADVP	         O	              -	  E-AM-TMP	  S-AM-DIR	(ADVP*)))))
              .	         .	         O	         O	              -	         O	         O	*))

            The	        DT	      B-NP	         O	              -	      B-A1	         O	         O	(S1(S(S(NP*
            man	        NN	      E-NP	         O	              -	      E-A1	         O	         O	*)
            was	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
           shot	       VBN	      E-VP	         O	           shot	       S-V	         O	         O	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	      B-A0	         O	(NP*
           left	        JJ	      I-NP	         O	              -	  I-AM-LOC	      I-A0	         O	*
            leg	        NN	      E-NP	         O	              -	  I-AM-LOC	      E-A0	         O	*)))))
           took	       VBD	      S-VP	         O	           took	  I-AM-LOC	       S-V	         O	(S(VP*
        himself	       PRP	      S-NP	         O	              -	  I-AM-LOC	      S-A1	         O	(NP*)
             to	        TO	      S-PP	         O	              -	  I-AM-LOC	      B-A2	         O	(PP*
        Jackson	       NNP	      B-NP	     B-LOC	              -	  I-AM-LOC	      I-A2	         O	(NP(NP*
           Park	       NNP	      I-NP	     I-LOC	              -	  I-AM-LOC	      I-A2	         O	*
       Hospital	       NNP	      E-NP	     E-LOC	              -	  I-AM-LOC	      I-A2	         O	*)
              ,	         ,	         O	         O	              -	  I-AM-LOC	      I-A2	         O	*
          where	       WRB	    S-ADVP	         O	              -	  I-AM-LOC	      I-A2	S-R-AM-LOC	(SBAR(WHADVP*)
            his	      PRP$	      B-NP	         O	              -	  I-AM-LOC	      I-A2	      B-A1	(S(NP*
      condition	        NN	      E-NP	         O	              -	  I-AM-LOC	      I-A2	      E-A1	*)
            was	       VBD	      B-VP	         O	              -	  I-AM-LOC	      I-A2	         O	(VP*
     stabilized	       VBN	      E-VP	         O	     stabilized	  I-AM-LOC	      E-A2	       S-V	(VP*)))))))
              .	         .	         O	         O	              -	  I-AM-LOC	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	  E-AM-LOC	         O	         O	(NP*))))

              A	        DT	      B-NP	         O	              -	      B-A0	(S1(S(NP*
         bullet	        NN	      E-NP	         O	              -	      E-A0	*)
         grazed	       VBD	      S-VP	         O	         grazed	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	(NP(NP*
            hip	        NN	      E-NP	         O	              -	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	(NP*
        16-year	        JJ	      I-NP	         O	              -	      I-A1	*
              -	         :	      I-NP	         O	              -	      I-A1	*
            old	        JJ	      I-NP	         O	              -	      I-A1	*
            boy	        NN	      E-NP	         O	              -	      E-A1	*)))
           just	        RB	    S-ADVP	         O	              -	  B-AM-TMP	(PP(ADVP*)
          after	        IN	      S-PP	         O	              -	  I-AM-TMP	*
              9	        CD	      B-NP	         O	              -	  I-AM-TMP	(NP(NP*
           p.m.	        NN	      E-NP	         O	              -	  I-AM-TMP	*)
             in	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP*
       Woodlawn	       NNP	      I-NP	     S-ORG	              -	  I-AM-TMP	*
   neighborhood	        NN	      I-NP	         O	              -	  I-AM-TMP	*
       shooting	        NN	      E-NP	         O	              -	  I-AM-TMP	*))
             on	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP*
          South	       NNP	      I-NP	     B-LOC	              -	  I-AM-TMP	*
           Side	       NNP	      E-NP	     E-LOC	              -	  E-AM-TMP	*)))))
              .	         .	         O	         O	              -	         O	*))

             It	       PRP	      S-NP	         O	              -	      S-A1	         O	      B-A1	(S1(S(S(S(NP*)
       happened	       VBD	      S-VP	         O	       happened	       S-V	         O	      I-A1	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	         O	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	         O	      I-A1	(NP(NP*
           6100	        CD	      I-NP	         O	              -	  I-AM-LOC	         O	      I-A1	*
          block	        NN	      E-NP	         O	              -	  I-AM-LOC	         O	      I-A1	*)
             of	        IN	      S-PP	         O	              -	  I-AM-LOC	         O	      I-A1	(PP*
          South	       NNP	      B-NP	     B-LOC	              -	  I-AM-LOC	         O	      I-A1	(NP*
        Cottage	       NNP	      I-NP	     I-LOC	              -	  I-AM-LOC	         O	      I-A1	*
          Grove	       NNP	      E-NP	     E-LOC	              -	  E-AM-LOC	         O	      I-A1	*))))))
              ,	         ,	         O	         O	              -	         O	         O	      I-A1	*
            and	        CC	         O	         O	              -	         O	         O	      I-A1	*
             he	       PRP	      S-NP	         O	              -	         O	      S-A0	      I-A1	(S(NP*)
       didn’t	       VBD	      B-VP	         O	              -	         O	         O	      I-A1	(VP*
         report	        VB	      E-VP	         O	         report	         O	       S-V	      I-A1	(VP*
            the	        DT	      B-NP	         O	              -	         O	      B-A1	      I-A1	(NP*
         attack	        NN	      E-NP	         O	              -	         O	      E-A1	      I-A1	*)
          until	        IN	      S-PP	         O	              -	         O	  B-AM-TMP	      I-A1	(PP*
      Wednesday	       NNP	      S-NP	         O	              -	         O	  E-AM-TMP	      E-A1	(NP*))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
         police	        NN	      S-NP	         O	              -	         O	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A0	(S1(S(NP*)
       declined	       VBD	      S-VP	         O	       declined	       S-V	(VP*
        medical	        JJ	      B-NP	         O	              -	      B-A1	(NP*
      treatment	        NN	      E-NP	         O	              -	      E-A1	*))
              .	         .	         O	         O	              -	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	(NP*)))

          About	        IN	      B-NP	         O	              -	  B-AM-TMP	      B-A1	(S1(S(S(NP*
           5:30	        CD	      I-NP	         O	              -	  I-AM-TMP	      I-A1	*
           p.m.	        NN	      E-NP	         O	              -	  E-AM-TMP	      I-A1	*)
              ,	         ,	         O	         O	              -	         O	      I-A1	*
       officers	       NNS	      S-NP	         O	              -	      S-A0	      I-A1	(NP*)
          found	       VBD	      S-VP	         O	          found	       S-V	      I-A1	(VP*
              a	        DT	      B-NP	         O	              -	      B-A1	      I-A1	(NP(NP(NP*
        23-year	        JJ	      I-NP	         O	              -	      I-A1	      I-A1	*
              -	         :	      I-NP	         O	              -	      I-A1	      I-A1	*
            old	        JJ	      I-NP	         O	              -	      I-A1	      I-A1	*
            man	        NN	      E-NP	         O	              -	      I-A1	      I-A1	*)
           with	        IN	      S-PP	         O	              -	      I-A1	      I-A1	(PP*
        gunshot	        NN	      B-NP	         O	              -	      I-A1	      I-A1	(NP*
         wounds	       NNS	      E-NP	         O	              -	      I-A1	      I-A1	*)))
             to	        TO	      S-PP	         O	              -	      I-A1	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A1	(NP*
            hip	        NN	      I-NP	         O	              -	      I-A1	      I-A1	*
            and	        CC	      I-NP	         O	              -	      I-A1	      I-A1	*
        abdomen	        NN	      E-NP	         O	              -	      I-A1	      I-A1	*))
             in	        IN	      S-PP	         O	              -	      I-A1	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A1	(NP(NP*
           6700	        CD	      I-NP	         O	              -	      I-A1	      I-A1	*
          block	        NN	      E-NP	         O	              -	      I-A1	      I-A1	*)
             of	        IN	      S-PP	         O	              -	      I-A1	      I-A1	(PP*
          South	       NNP	      B-NP	     B-LOC	              -	      I-A1	      I-A1	(NP*
          Perry	       NNP	      E-NP	     E-LOC	              -	      I-A1	      I-A1	*))
             in	        IN	      S-PP	         O	              -	      I-A1	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A1	(NP*
        Greater	       NNP	      I-NP	    B-MISC	              -	      I-A1	      I-A1	*
          Grand	       NNP	      I-NP	    I-MISC	              -	      I-A1	      I-A1	*
       Crossing	       NNP	      I-NP	    E-MISC	              -	      I-A1	      I-A1	*
   neighborhood	        NN	      E-NP	         O	              -	      I-A1	      I-A1	*))
             on	        IN	      S-PP	         O	              -	      I-A1	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A1	(NP*
          South	       NNP	      I-NP	     B-LOC	              -	      I-A1	      I-A1	*
           Side	       NNP	      E-NP	     E-LOC	              -	      E-A1	      E-A1	*)))))))
              ,	         ,	         O	         O	              -	         O	         O	*
         police	       NNS	      S-NP	         O	              -	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A1	(S1(S(NP*)
            was	       VBD	      B-VP	         O	              -	         O	(VP*
          taken	       VBN	      E-VP	         O	          taken	       S-V	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-MNR	(PP*
       critical	        JJ	      B-NP	         O	              -	  E-AM-MNR	(NP*
            but	        CC	      I-NP	         O	              -	         O	*
            “	        NN	      E-NP	         O	              -	         O	*))))))

         stable	        JJ	      B-NP	         O	              -	(S1(NP(NP(ADJP*
            ”	        NN	      I-NP	         O	              -	*)
      condition	        NN	      E-NP	         O	              -	*)
             to	        TO	      S-PP	         O	              -	(PP*
        Stroger	       NNP	      B-NP	     B-ORG	              -	(NP*
       Hospital	       NNP	      E-NP	     E-ORG	              -	*
              .	         .	         O	         O	              -	*
        NEWLINE	       NNP	         O	     S-LOC	              -	*))))

           Just	        RB	      B-NP	         O	              -	  B-AM-TMP	(S1(S(PP*
         before	        IN	      I-NP	         O	              -	  I-AM-TMP	*
              5	        CD	      I-NP	         O	              -	  I-AM-TMP	(NP*
           p.m.	        NN	      E-NP	         O	              -	  E-AM-TMP	*))
              ,	         ,	         O	         O	              -	         O	*
        someone	        NN	      S-NP	         O	              -	      S-A0	(NP*)
           shot	       VBD	      S-VP	         O	           shot	       S-V	(VP*
              a	        DT	      B-NP	         O	              -	      B-A1	(NP*
        21-year	        JJ	      I-NP	         O	              -	      I-A1	*
              -	         :	      I-NP	         O	              -	      I-A1	*
            old	        JJ	      I-NP	         O	              -	      I-A1	*
            man	        NN	      E-NP	         O	              -	      I-A1	*)
             in	        IN	      S-PP	         O	              -	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	(NP*
        forearm	        NN	      E-NP	         O	              -	      E-A1	*))
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP(NP*
           3400	        CD	      I-NP	         O	              -	  I-AM-LOC	*
          block	        NN	      E-NP	         O	              -	  I-AM-LOC	*)
             of	        IN	      S-PP	         O	              -	  I-AM-LOC	(PP*
           West	       NNP	      B-NP	     B-LOC	              -	  I-AM-LOC	(NP*
           Polk	       NNP	      E-NP	     E-LOC	              -	  E-AM-LOC	*))
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
        another	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP*
           East	       NNP	      I-NP	     B-LOC	              -	  I-AM-LOC	*
       Garfield	       NNP	      I-NP	     I-LOC	              -	  I-AM-LOC	*
           Park	       NNP	      I-NP	     E-LOC	              -	  I-AM-LOC	*
         attack	        NN	      E-NP	         O	              -	  E-AM-LOC	*)))))
              .	         .	         O	         O	              -	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A0	      B-A1	(S1(S(S(S(NP*)
           took	       VBD	      S-VP	         O	           took	       S-V	      I-A1	(VP*
        himself	       PRP	      S-NP	         O	              -	      S-A1	      I-A1	(NP*)
             to	        TO	      S-PP	         O	              -	      B-A2	      I-A1	(PP*
          Saint	       NNP	      B-NP	     B-LOC	              -	      I-A2	      I-A1	(NP*
