     2017-01-12	        CD	      S-NP	         O	              -	(S1(NP*))

            SPD	       NNP	      B-NP	     S-ORG	              -	         O	         O	         O	         O	(S1(NP(NP*
          Chief	       NNP	      E-NP	         O	              -	         O	         O	         O	         O	*)
              :	         :	         O	         O	              -	         O	         O	         O	         O	*
       Brothers	       NNS	      S-NP	     S-PER	              -	      S-A0	      B-A1	      B-A1	         O	(S(S(NP*)
         killed	       VBN	      S-VP	         O	         killed	       S-V	      E-A1	      E-A1	         O	(VP*
           were	       VBD	      B-VP	         O	              -	         O	         O	         O	         O	*
          lured	       VBN	      E-VP	         O	          lured	         O	       S-V	         O	         O	(VP*
             to	        TO	      S-PP	         O	              -	         O	      B-A2	         O	         O	(PP*
          Grant	       NNP	      B-NP	     B-PER	              -	         O	      I-A2	         O	         O	(NP*
            Ave	       NNP	      E-NP	     E-PER	              -	         O	      I-A2	         O	         O	*))
              ,	         ,	         O	         O	              -	         O	      I-A2	         O	         O	*
           shot	       VBN	      S-VP	         O	           shot	         O	      I-A2	       S-V	         O	(VP*
         during	        IN	      S-PP	         O	              -	         O	      I-A2	  B-AM-TMP	         O	(PP*
        robbery	        NN	      S-NP	         O	              -	         O	      E-A2	  E-AM-TMP	         O	(NP*))))))
              ;	         :	         O	         O	              -	         O	         O	         O	         O	*
              3	        CD	      S-NP	         O	              -	         O	         O	         O	      S-A1	(S(NP*)
       arrested	       VBN	      S-VP	         O	       arrested	         O	         O	         O	         O	(VP*)))))

       Syracuse	       NNP	      B-NP	     S-LOC	              -	      B-A0	         O	         O	         O	(S1(S(NP*
         Police	       NNP	      I-NP	         O	              -	      I-A0	         O	         O	         O	*
          Chief	       NNP	      I-NP	         O	              -	      I-A0	         O	         O	         O	*
          Frank	       NNP	      I-NP	     B-PER	              -	      I-A0	         O	         O	         O	*
         Fowler	       NNP	      E-NP	     E-PER	              -	      E-A0	         O	         O	         O	*)
           says	       VBZ	      S-VP	         O	           says	       S-V	         O	         O	         O	*
            the	        DT	      B-NP	         O	              -	      B-A1	      B-A1	      B-A1	      B-A1	(NP(NP*
            two	        CD	      I-NP	         O	              -	      I-A1	      I-A1	      I-A1	      I-A1	*
       brothers	       NNS	      E-NP	         O	              -	      I-A1	      E-A1	      I-A1	      I-A1	*)
            who	        WP	      S-NP	         O	              -	      I-A1	    S-R-A1	      I-A1	      I-A1	(SBAR(WHNP*)
           were	       VBD	      B-VP	         O	              -	      I-A1	         O	      I-A1	      I-A1	(S(VP*
        fatally	        RB	      I-VP	         O	              -	      I-A1	  S-AM-MNR	      I-A1	      I-A1	(ADVP*)
           shot	       VBN	      E-VP	         O	           shot	      I-A1	       S-V	      I-A1	      I-A1	(VP*
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-LOC	      I-A1	      I-A1	(PP*
          Grant	       NNP	      B-NP	     B-LOC	              -	      I-A1	  I-AM-LOC	      I-A1	      I-A1	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	      I-A1	  E-AM-LOC	      I-A1	      I-A1	*))
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-TMP	      I-A1	      I-A1	(PP*
        Tuesday	       NNP	      S-NP	         O	              -	      I-A1	  E-AM-TMP	      E-A1	      E-A1	(NP*)))))))
            had	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	         O	*
           been	       VBN	      I-VP	         O	              -	      I-A1	         O	         O	         O	*
          lured	       VBN	      E-VP	         O	          lured	      I-A1	         O	       B-V	         O	*
           down	        RP	    S-ADVP	         O	              -	      I-A1	         O	       E-V	         O	(ADVP*)
          there	        RB	    S-ADVP	         O	              -	      I-A1	         O	  S-AM-LOC	         O	(ADVP*)
             to	        TO	      B-VP	         O	              -	      I-A1	         O	  B-AM-PNC	         O	*
             be	        VB	      I-VP	         O	              -	      I-A1	         O	  I-AM-PNC	         O	*
         robbed	       VBN	      E-VP	         O	         robbed	      I-A1	         O	  E-AM-PNC	       S-V	*
              .	         .	         O	         O	              -	      I-A1	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      E-A1	         O	         O	         O	(NP*)))

         During	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	         O	(S1(S(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-TMP	         O	         O	(NP*
           news	        NN	      I-NP	         O	              -	  I-AM-TMP	         O	         O	*
     conference	        NN	      E-NP	         O	              -	  E-AM-TMP	         O	         O	*))
       Thursday	       NNP	      B-NP	         O	              -	  B-AM-TMP	         O	         O	(NP*
        morning	        NN	      I-NP	         O	              -	  E-AM-TMP	         O	         O	*
          Chief	       NNP	      I-NP	         O	              -	      B-A0	         O	         O	*
         Fowler	       NNP	      E-NP	     S-PER	              -	      E-A0	         O	         O	*)
      announced	       VBD	      S-VP	         O	      announced	       S-V	         O	         O	(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	         O	         O	(NP(NP*
        arrests	       NNS	      E-NP	         O	              -	      I-A1	         O	         O	*)
             of	        IN	      S-PP	         O	              -	      I-A1	         O	         O	(PP*
          three	        CD	      B-NP	         O	              -	      I-A1	      B-A0	         O	(NP(NP*
       suspects	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	         O	*)
              ,	         ,	         O	         O	              -	      I-A1	         O	         O	*
            all	        DT	      S-NP	         O	              -	      I-A1	    B-R-A0	    B-R-A0	(SBAR(WHNP(NP*)
             of	        IN	      S-PP	         O	              -	      I-A1	    I-R-A0	    I-R-A0	(WHPP*
           whom	        WP	      S-NP	         O	              -	      I-A1	    E-R-A0	    E-R-A0	(WHNP*)))
            are	       VBP	      B-VP	         O	              -	      I-A1	         O	         O	(S(VP*
         facing	       VBG	      E-VP	         O	         facing	      I-A1	       S-V	         O	(VP(VP*
         murder	        NN	      S-NP	         O	              -	      I-A1	      S-A1	         O	(NP*))
            and	        CC	         O	         O	              -	      I-A1	         O	         O	*
      attempted	       VBD	      S-VP	         O	      attempted	      I-A1	         O	       S-V	(NP*
        robbery	        NN	      B-NP	         O	              -	      I-A1	         O	      B-A1	*
        charges	       NNS	      E-NP	         O	              -	      E-A1	         O	      E-A1	*)))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	         O	(NP*)))

            The	        DT	      B-NP	         O	              -	      B-A1	         O	         O	         O	         O	         O	(S1(S(S(NP*
             at	        IN	      S-PP	         O	              -	      I-A1	  I-AM-TMP	         O	(PP*
          close	        JJ	      B-NP	         O	              -	      I-A1	  I-AM-TMP	         O	(NP*
          range	        NN	      E-NP	         O	              -	      I-A1	  I-AM-TMP	         O	*)))
              "	        RB	    S-ADVP	         O	              -	      I-A1	  I-AM-TMP	         O	(ADVP*))
            and	        CC	         O	         O	              -	      I-A1	  I-AM-TMP	         O	*
              a	        DT	      B-NP	         O	              -	      I-A1	  I-AM-TMP	      B-A1	(NP(NP*
         single	        JJ	      I-NP	         O	              -	      I-A1	  I-AM-TMP	      I-A1	*
           shot	        NN	      E-NP	         O	              -	      I-A1	  I-AM-TMP	      E-A1	*)
         struck	       VBD	      S-VP	         O	         struck	      I-A1	  I-AM-TMP	       S-V	(VP*
            his	      PRP$	      B-NP	         O	              -	      I-A1	  I-AM-TMP	      B-A1	(NP(NP*
        brother	        NN	      I-NP	         O	              -	      I-A1	  I-AM-TMP	      I-A1	*
         Ismael	       NNP	      E-NP	     S-PER	              -	      I-A1	  I-AM-TMP	      E-A1	*)
             in	        IN	      S-PP	         O	              -	      I-A1	  I-AM-TMP	      B-A2	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	  I-AM-TMP	      I-A2	(NP*
          chest	        NN	      E-NP	         O	              -	      E-A1	  E-AM-TMP	      E-A2	*
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	         O	*)))))))))))

            The	        DT	      B-NP	         O	              -	      B-A1	      B-A0	         O	         O	(S1(S(NP(NP*
         felony	        NN	      I-NP	         O	              -	      I-A1	      I-A0	         O	         O	*
     complaints	       NNS	      E-NP	         O	              -	      E-A1	      I-A0	         O	         O	*)
          filed	       VBN	      S-VP	         O	          filed	       S-V	      I-A0	         O	         O	(VP*
        against	        IN	      S-PP	         O	              -	      B-A4	      I-A0	         O	         O	(PP*
         Newson	       NNP	      B-NP	     S-PER	              -	      I-A4	      I-A0	         O	         O	(NP*
            and	        CC	      I-NP	         O	              -	      I-A4	      I-A0	         O	         O	*
          Paige	       NNP	      E-NP	     S-PER	              -	      I-A4	      E-A0	         O	         O	*))))
         charge	       VBP	      S-VP	         O	         charge	      I-A4	       S-V	         O	         O	*
           that	        IN	    S-SBAR	         O	              -	      I-A4	      B-A1	         O	         O	(SBAR*
            the	        DT	      B-NP	         O	              -	      I-A4	      I-A1	      B-A0	         O	(S(NP*
           trio	        NN	      E-NP	         O	              -	      I-A4	      I-A1	      E-A0	         O	*)
            had	       VBD	      B-VP	         O	              -	      I-A4	      I-A1	         O	         O	(VP*
          lured	       VBN	      E-VP	         O	          lured	      I-A4	      I-A1	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	      I-A4	      I-A1	      B-A1	         O	(NP*
        victims	       NNS	      E-NP	         O	              -	      I-A4	      I-A1	      E-A1	         O	*)
             to	        TO	      S-PP	         O	              -	      I-A4	      I-A1	      B-A2	         O	(PP*
          Grant	       NNP	      B-NP	     B-LOC	              -	      I-A4	      I-A1	      I-A2	         O	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	      I-A4	      I-A1	      E-A2	         O	*))
           with	        IN	      S-PP	         O	              -	      I-A4	      I-A1	  B-AM-MNR	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A4	      I-A1	  I-AM-MNR	         O	(NP*
         intent	        NN	      E-NP	         O	              -	      I-A4	      I-A1	  E-AM-MNR	         O	*
             to	        TO	      B-VP	         O	              -	      I-A4	      I-A1	         O	         O	(S(VP*
       forcibly	        RB	      I-VP	         O	              -	      I-A4	      I-A1	         O	  S-AM-MNR	(VP(ADVP*)
          steal	        VB	      E-VP	         O	          steal	      I-A4	      I-A1	         O	       S-V	*
      marijuana	        NN	      S-NP	         O	              -	      I-A4	      I-A1	         O	      S-A1	(NP*)
           from	        IN	      S-PP	         O	              -	      I-A4	      I-A1	         O	      B-A2	(PP*
           them	       PRP	      S-NP	         O	              -	      E-A4	      E-A1	         O	      E-A2	(NP*)))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	      S-A0	         O	         O	(NP*)))

            The	        DT	      B-NP	         O	              -	(S1(S(NP*
       incident	        NN	      E-NP	         O	              -	*)
            was	       VBD	      S-VP	         O	              -	(VP*
             no	        DT	      B-NP	         O	              -	(NP*
       accident	        NN	      E-NP	         O	              -	*)
              ,	         ,	         O	         O	              -	*
      according	       VBG	      S-PP	         O	              -	(PP*
             to	        TO	      S-PP	         O	              -	(PP*
          Chief	       NNP	      B-NP	         O	              -	(NP*
         Fowler	       NNP	      E-NP	     S-PER	              -	*))))
              .	         .	         O	         O	              -	*))

             He	       PRP	      S-NP	         O	              -	      S-A0	         O	         O	         O	         O	         O	(S1(S(NP*)
           says	       VBZ	      S-VP	         O	           says	       S-V	         O	         O	         O	         O	         O	*
            all	        DT	      B-NP	         O	              -	      B-A1	      B-A0	         O	         O	         O	         O	(NP*
          three	        CD	      I-NP	         O	              -	      I-A1	      I-A0	         O	         O	         O	         O	*
       suspects	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	         O	         O	         O	         O	*)
           knew	       VBD	      S-VP	         O	           knew	      I-A1	       S-V	         O	         O	         O	         O	*
           each	        DT	      B-NP	         O	              -	      I-A1	      B-A1	      B-A0	         O	         O	         O	(NP*
          other	        JJ	      I-NP	         O	              -	      I-A1	      I-A1	      I-A0	         O	         O	         O	*
              -	         :	      I-NP	         O	              -	      I-A1	      I-A1	      I-A0	         O	         O	         O	*
          Davis	       NNP	      I-NP	     S-PER	              -	      I-A1	      I-A1	      I-A0	         O	         O	         O	*
            and	        CC	      I-NP	         O	              -	      I-A1	      I-A1	      I-A0	         O	         O	         O	*
         Newson	       NNP	      E-NP	     S-PER	              -	      I-A1	      I-A1	      E-A0	         O	         O	         O	*)
            had	       VBD	      S-VP	         O	            had	      I-A1	      I-A1	       S-V	         O	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	      I-A1	      B-A1	         O	         O	         O	(NP*
       previous	        JJ	      I-NP	         O	              -	      I-A1	      I-A1	      I-A1	         O	         O	         O	*
   relationship	        NN	      E-NP	         O	              -	      I-A1	      E-A1	      E-A1	         O	         O	         O	*))
            and	        CC	         O	         O	              -	      I-A1	         O	         O	         O	         O	         O	*
           both	        DT	      S-NP	         O	              -	      I-A1	         O	         O	      S-A1	         O	         O	(S(NP*)
           were	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	         O	         O	         O	(VP*
     acquainted	       VBN	      E-VP	         O	     acquainted	      I-A1	         O	         O	       S-V	         O	         O	(VP*
           with	        IN	      S-PP	         O	              -	      I-A1	         O	         O	      B-A2	         O	         O	(PP*
          Paige	       NNP	      S-NP	     S-PER	              -	      I-A1	         O	         O	      I-A2	         O	         O	(NP*)))))
              -	         :	         O	         O	              -	      I-A1	         O	         O	      I-A2	         O	         O	*
            and	        CC	         O	         O	              -	      I-A1	         O	         O	      I-A2	         O	         O	*
            had	       VBD	      B-VP	         O	              -	      I-A1	         O	         O	      I-A2	         O	         O	(VP*
        plotted	       VBN	      I-VP	         O	        plotted	      I-A1	         O	         O	      I-A2	       S-V	         O	(VP*
             to	        TO	      I-VP	         O	              -	      I-A1	         O	         O	      I-A2	      B-A1	         O	(S(VP*
         commit	        VB	      E-VP	         O	         commit	      I-A1	         O	         O	      I-A2	      I-A1	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	         O	         O	      I-A2	      I-A1	      B-A1	(NP*
        robbery	        NN	      E-NP	         O	              -	      I-A1	         O	         O	      I-A2	      E-A1	      E-A1	*)
          ahead	        RB	    S-ADVP	         O	              -	      I-A1	         O	         O	      I-A2	  B-AM-TMP	  B-AM-TMP	(ADVP*
             of	        IN	      S-PP	         O	              -	      I-A1	         O	         O	      I-A2	  I-AM-TMP	  I-AM-TMP	(PP*
           time	        NN	      S-NP	         O	              -	      E-A1	         O	         O	      E-A2	  E-AM-TMP	  E-AM-TMP	(NP*))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	         O	*))

          Chief	       NNP	      B-NP	         O	              -	      B-A0	         O	         O	(S1(S(NP*
         Fowler	       NNP	      E-NP	     S-PER	              -	      E-A0	         O	         O	*)
          added	       VBD	      S-VP	         O	          added	       S-V	         O	         O	(VP*
           that	        IN	    S-SBAR	         O	              -	      B-A1	         O	         O	(SBAR*
          there	        EX	      S-NP	         O	              -	      I-A1	         O	         O	(S(NP*)
           does	       VBZ	      B-VP	         O	              -	      I-A1	         O	         O	(VP*
            n't	        RB	      I-VP	         O	              -	      I-A1	  S-AM-NEG	         O	*
         appear	        VB	      I-VP	         O	         appear	      I-A1	       S-V	         O	(VP*
             to	        TO	      I-VP	         O	              -	      I-A1	    B-C-A1	         O	(S(VP*
             be	        VB	      E-VP	         O	              -	      I-A1	    I-C-A1	         O	(VP*
            any	        DT	      B-NP	         O	              -	      I-A1	    I-C-A1	         O	(NP(NP*
     particular	        JJ	      I-NP	         O	              -	      I-A1	    I-C-A1	         O	*
         reason	        NN	      E-NP	         O	              -	      I-A1	    I-C-A1	         O	*)
            why	       WRB	    S-ADVP	         O	              -	      I-A1	    I-C-A1	         O	(SBAR(WHADVP*)
           they	       PRP	      S-NP	         O	              -	      I-A1	    I-C-A1	      S-A0	(S(NP*)
       targeted	       VBD	      S-VP	         O	       targeted	      I-A1	    I-C-A1	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	    I-C-A1	      B-A1	(NP(NP*
           Diaz	       NNP	      E-NP	     S-PER	              -	      I-A1	    I-C-A1	      I-A1	*)
              -	         :	         O	         O	              -	      I-A1	    I-C-A1	      I-A1	*
        Marrero	       NNP	      B-NP	     S-PER	              -	      I-A1	    I-C-A1	      I-A1	(NP*
       brothers	       NNS	      E-NP	         O	              -	      I-A1	    I-C-A1	      I-A1	*
              .	         .	         O	         O	              -	      I-A1	    I-C-A1	      I-A1	*
        NEWLINE	       NNP	         O	     S-ORG	              -	      E-A1	    E-C-A1	      E-A1	*))))))))))))))))

          Chief	       NNP	      B-NP	         O	              -	      B-A0	         O	         O	      B-A0	(S1(S(NP*
         Fowler	       NNP	      E-NP	     S-PER	              -	      E-A0	         O	         O	      E-A0	*)
           says	       VBZ	      S-VP	         O	           says	       S-V	         O	         O	         O	(VP(VP*
            the	        DT	      B-NP	         O	              -	      B-A1	      B-A1	      B-A1	         O	(SBAR(S(NP(NP*
         weapon	        NN	      E-NP	         O	              -	      I-A1	      E-A1	      I-A1	         O	*)
           used	       VBN	      S-VP	         O	           used	      I-A1	       S-V	      E-A1	         O	(VP*))
            has	       VBZ	      B-VP	         O	              -	      I-A1	         O	         O	         O	(VP*
            not	        RB	      I-VP	         O	              -	      I-A1	         O	  S-AM-NEG	         O	*
           been	       VBN	      I-VP	         O	              -	      I-A1	         O	         O	         O	(VP*
      recovered	       VBN	      E-VP	         O	      recovered	      I-A1	         O	       S-V	         O	(VP*
             as	        IN	      S-PP	         O	              -	      I-A1	         O	  B-AM-TMP	         O	(PP*
             of	        IN	      S-PP	         O	              -	      I-A1	         O	  I-AM-TMP	         O	(PP*))
            yet	        RB	    S-ADVP	         O	              -	      E-A1	         O	  E-AM-TMP	         O	(ADVP*)))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	*
            but	        CC	         O	         O	              -	         O	         O	         O	         O	*
     emphasized	       VBD	      S-VP	         O	     emphasized	         O	         O	         O	       S-V	(VP*
           that	        IN	    S-SBAR	         O	              -	         O	         O	         O	      B-A1	(SBAR*
            the	        DT	      B-NP	         O	              -	         O	         O	         O	      I-A1	(S(NP*
  investigation	        NN	      E-NP	         O	              -	         O	         O	         O	      I-A1	*)
             is	       VBZ	      S-VP	         O	              -	         O	         O	         O	      I-A1	(VP*
          still	        RB	    S-ADVP	         O	              -	         O	         O	         O	      I-A1	(ADVP*)
        ongoing	        JJ	    S-ADJP	         O	              -	         O	         O	         O	      E-A1	(ADJP*))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A0	         O	         O	(S1(S(S(NP*)
           also	        RB	    S-ADVP	         O	              -	  S-AM-DIS	         O	         O	(ADVP*)
           made	       VBD	      S-VP	         O	           made	       S-V	         O	         O	(VP*
              a	        DT	      B-NP	         O	              -	      B-A1	         O	         O	(NP(NP*
           plea	        NN	      E-NP	         O	              -	      I-A1	         O	         O	*)
             to	        TO	      S-PP	         O	              -	      I-A1	         O	         O	(PP*
            any	        DT	      B-NP	         O	              -	      I-A1	      B-A0	      B-A0	(NP(NP*
      witnesses	       NNS	      E-NP	         O	              -	      I-A1	      E-A0	      E-A0	*)
            who	        WP	      S-NP	         O	              -	      I-A1	    S-R-A0	    S-R-A0	(SBAR(WHNP*)
            may	        MD	      B-VP	         O	              -	      I-A1	  S-AM-MOD	         O	(S(VP*
           have	        VB	      I-VP	         O	              -	      I-A1	         O	         O	(VP*
      witnessed	       VBN	      E-VP	         O	      witnessed	      I-A1	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	      B-A1	         O	(NP*
          crime	        NN	      E-NP	         O	              -	      I-A1	      E-A1	         O	*)
             to	        TO	      B-VP	         O	              -	      I-A1	  B-AM-PNC	         O	(S(VP*
        contact	        VB	      E-VP	         O	        contact	      I-A1	  I-AM-PNC	       S-V	(VP*
         police	       NNS	      S-NP	         O	              -	      I-A1	  I-AM-PNC	      B-A1	(NP*)
             at	        IN	      S-PP	         O	              -	      I-A1	  I-AM-PNC	      I-A1	(PP(PP*
            315	        CD	      S-NP	         O	              -	      I-A1	  I-AM-PNC	      I-A1	(NP*))
              -	         :	         O	         O	              -	      I-A1	  I-AM-PNC	      I-A1	*
            442	        CD	      S-NP	         O	              -	      I-A1	  I-AM-PNC	      I-A1	(NP(NP*)
              -	         :	         O	         O	              -	      I-A1	  I-AM-PNC	      I-A1	*
           5222	        CD	      S-NP	         O	              -	      E-A1	  E-AM-PNC	      I-A1	(NP*))))))))))))))))
              .	         .	         O	         O	              -	         O	         O	      I-A1	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	      E-A1	(NP*)))

       Syracuse	       NNP	      B-NP	     B-ORG	              -	      B-A1	(S1(S(NP*
         Police	       NNP	      E-NP	     E-ORG	              -	      E-A1	*)
           were	       VBD	      B-VP	         O	              -	         O	(VP*
         called	       VBN	      E-VP	         O	         called	       S-V	(VP*
             to	        TO	      S-PP	         O	              -	      B-A2	(PP*
            the	        DT	      B-NP	         O	              -	      I-A2	(NP(NP*
            300	        CD	      I-NP	         O	              -	      I-A2	*
          block	        NN	      E-NP	         O	              -	      I-A2	*)
             of	        IN	      S-PP	         O	              -	      I-A2	(PP*
          Grant	       NNP	      B-NP	     B-LOC	              -	      I-A2	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	      I-A2	*))))
             to	        TO	      S-PP	         O	              -	      I-A2	(PP*
        reports	       NNS	      S-NP	         O	              -	      I-A2	(NP(NP*)
             of	        IN	      S-PP	         O	              -	      I-A2	(PP*
              a	        DT	      B-NP	         O	              -	      I-A2	(NP*
       shooting	        NN	      E-NP	         O	              -	      E-A2	*))))
             at	        IN	      S-PP	         O	              -	  B-AM-TMP	(PP*
          about	        IN	      B-NP	         O	              -	  I-AM-TMP	(NP(NP*
           5:04	        CD	      I-NP	         O	              -	  I-AM-TMP	*
           p.m.	        NN	      E-NP	         O	              -	  I-AM-TMP	*)
        Tuesday	       NNP	      S-NP	         O	              -	  E-AM-TMP	(NP*)))))
              .	         .	         O	         O	              -	         O	*))

           When	       WRB	    S-ADVP	         O	              -	         O	  B-AM-TMP	         O	(S1(S(S(SBAR(WHADVP*)
           they	       PRP	      S-NP	         O	              -	      S-A1	  I-AM-TMP	         O	(S(NP*)
        arrived	       VBD	      S-VP	         O	        arrived	       S-V	  E-AM-TMP	         O	(VP*)))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
       Officers	       NNS	      S-NP	         O	              -	         O	      S-A0	         O	(NP*)
          found	       VBD	      S-VP	         O	          found	         O	       S-V	         O	(VP*
            two	        CD	      B-NP	         O	              -	         O	      B-A1	      B-A0	(NP(NP*
          adult	        NN	      I-NP	         O	              -	         O	      I-A1	      I-A0	*
          males	       NNS	      E-NP	         O	              -	         O	      I-A1	      E-A0	*)
      suffering	       VBG	      S-VP	         O	      suffering	         O	      I-A1	       S-V	(VP*
           from	        IN	      S-PP	         O	              -	         O	      I-A1	      B-A1	(PP*
        gunshot	        NN	      B-NP	         O	              -	         O	      I-A1	      I-A1	(NP*
         wounds	       NNS	      E-NP	         O	              -	         O	      E-A1	      E-A1	*))))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	      S-A0	(NP*)))

            One	        CD	      B-NP	         O	              -	      B-A1	         O	         O	(S1(S(S(NP*
         victim	        NN	      E-NP	         O	              -	      E-A1	         O	         O	*)
            was	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
     pronounced	       VBN	      E-VP	         O	     pronounced	       S-V	         O	         O	(VP*
           dead	        JJ	    S-ADJP	         O	              -	      S-A2	         O	         O	(S(ADJP*)
             at	        IN	      S-PP	         O	              -	  B-AM-LOC	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-LOC	         O	         O	(NP*
          scene	        NN	      E-NP	         O	              -	  E-AM-LOC	         O	         O	*))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	*
            the	        DT	      B-NP	         O	              -	         O	      B-A1	         O	(S(NP*
          other	        JJ	      E-NP	         O	              -	         O	      E-A1	         O	*)
            was	       VBD	      B-VP	         O	              -	         O	         O	         O	(VP*
          taken	       VBN	      E-VP	         O	          taken	         O	       S-V	         O	(VP*
             to	        TO	      S-PP	         O	              -	         O	  B-AM-DIR	         O	(PP*
        Upstate	       NNP	      B-NP	     B-LOC	              -	         O	  I-AM-DIR	         O	(NP*
     University	       NNP	      I-NP	     I-LOC	              -	         O	  I-AM-DIR	         O	*
       Hospital	       NNP	      E-NP	     E-LOC	              -	         O	  I-AM-DIR	         O	*))
             in	        IN	      S-PP	         O	              -	         O	  I-AM-DIR	         O	(PP*
       critical	        JJ	      B-NP	         O	              -	         O	  I-AM-DIR	  B-AM-LOC	(NP(NP*
      condition	        NN	      E-NP	         O	              -	         O	  I-AM-DIR	  E-AM-LOC	*)
          where	       WRB	    S-ADVP	         O	              -	         O	  I-AM-DIR	S-R-AM-LOC	(SBAR(WHADVP*)
             he	       PRP	      S-NP	         O	              -	         O	  I-AM-DIR	      S-A0	(S(NP*)
      succumbed	       VBD	      S-VP	         O	      succumbed	         O	  I-AM-DIR	       S-V	(VP*
             to	        TO	      S-PP	         O	              -	         O	  I-AM-DIR	      B-A1	(PP*
            his	      PRP$	      B-NP	         O	              -	         O	  I-AM-DIR	      I-A1	(NP*
       injuries	       NNS	      E-NP	         O	              -	         O	  E-AM-DIR	      E-A1	*))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	         O	      S-A1	(NP*)))

             In	        IN	      S-PP	         O	              -	  B-AM-LOC	(S1(S(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-LOC	(NP(NP*
           post	        NN	      E-NP	         O	              -	  I-AM-LOC	*)
             on	        IN	      S-PP	         O	              -	  I-AM-LOC	(PP*
       Facebook	       NNP	      S-NP	         O	              -	  E-AM-LOC	(NP(NP*)
              ,	         ,	         O	         O	              -	         O	*
             Le	       NNP	      B-NP	     B-ORG	              -	      B-A0	(NP*
          Moyne	       NNP	      I-NP	     E-ORG	              -	      I-A0	*
      President	       NNP	      I-NP	         O	              -	      I-A0	*
          Linda	       NNP	      I-NP	     B-PER	              -	      I-A0	*
             M.	       NNP	      I-NP	     I-PER	              -	      I-A0	*
         LeMura	       NNP	      E-NP	     E-PER	              -	      I-A0	*)
              ,	         ,	         O	         O	              -	      I-A0	*
          Ph.D.	       NNP	      S-NP	         O	              -	      I-A0	(NP*)
              ,	         ,	         O	         O	              -	      E-A0	*))))
           said	       VBD	      S-VP	         O	           said	       S-V	(VP*
         Ismael	       NNP	      S-NP	     S-PER	              -	      B-A1	(SBAR(S(NP*)
            was	       VBD	      S-VP	         O	              -	      I-A1	(VP*
              a	        DT	      B-NP	         O	              -	      I-A1	(NP(NP*
      sophomore	        NN	      I-NP	         O	              -	      I-A1	*
       business	        NN	      I-NP	         O	              -	      I-A1	*
        student	        NN	      E-NP	         O	              -	      I-A1	*)
              a	        DT	      B-NP	         O	              -	      I-A1	(NP*
             Le	       NNP	      I-NP	     B-ORG	              -	      I-A1	*
          Moyne	       NNP	      E-NP	     E-ORG	              -	      E-A1	*))))))
              .	         .	         O	         O	              -	         O	*))

              A	        DT	      B-NP	         O	              -	      B-A1	(S1(S(NP*
    remembrance	        NN	      E-NP	         O	              -	      E-A1	*)
            was	       VBD	      B-VP	         O	              -	         O	(VP*
           held	       VBN	      E-VP	         O	           held	       S-V	(VP*
      Wednesday	       NNP	      B-NP	         O	              -	  B-AM-TMP	(NP(NP*
      afternoon	        NN	      E-NP	         O	              -	  E-AM-TMP	*)
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	(PP*
