     2017-03-17	        CD	      S-NP	         O	              -	(S1(NP*))

         Second	        JJ	      B-NP	         O	              -	      B-A1	         O	      B-A0	(S1(X(S(NP(NP*
            man	        NN	      E-NP	         O	              -	      E-A1	         O	      I-A0	*)
       arrested	       VBN	      S-VP	         O	       arrested	       S-V	         O	      I-A0	(VP*
             in	        IN	      S-PP	         O	              -	  B-AM-LOC	         O	      I-A0	(PP*
        Trenton	       NNP	      B-NP	     S-LOC	              -	  I-AM-LOC	         O	      I-A0	(NP*
       shooting	        NN	      E-NP	         O	              -	  I-AM-LOC	         O	      I-A0	*))
           that	       WDT	      S-NP	         O	              -	  I-AM-LOC	    S-R-A0	      I-A0	(SBAR(WHNP*)
        wounded	       VBD	      B-VP	         O	        wounded	  I-AM-LOC	       S-V	      I-A0	(S(VP*
        15-year	        JJ	      E-VP	         O	              -	  I-AM-LOC	      B-A1	      I-A0	(ADJP*
              -	         :	         O	         O	              -	  I-AM-LOC	      I-A1	      I-A0	*
            old	        JJ	         O	         O	              -	  E-AM-LOC	      E-A1	      E-A0	*))))))
          leads	       VBZ	      S-VP	         O	          leads	         O	         O	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	         O	         O	      B-A1	(NP*
          March	       NNP	      I-NP	         O	              -	         O	         O	      I-A1	*
             17	        CD	      I-NP	         O	              -	         O	         O	      I-A1	*)))
              ,	         ,	      I-NP	         O	              -	         O	         O	      I-A1	*
           2017	        CD	      I-NP	         O	              -	         O	         O	      I-A1	(NP*
         Police	       NNP	      I-NP	         O	              -	         O	         O	      I-A1	*
        Blotter	       NNP	      E-NP	     S-PER	              -	         O	         O	      E-A1	*)))

            The	        DT	      B-NP	         O	              -	         O	      B-A1	      B-A1	         O	      B-A1	(S1(S(NP*
      following	       VBG	      I-NP	         O	      following	       S-V	      I-A1	      I-A1	         O	      I-A1	*
    information	        NN	      E-NP	         O	              -	      S-A1	      E-A1	      I-A1	         O	      I-A1	*)
            was	       VBD	      B-VP	         O	              -	         O	         O	      I-A1	         O	      I-A1	*
       provided	       VBN	      E-VP	         O	       provided	         O	       S-V	      I-A1	         O	      I-A1	*
             by	        IN	      S-PP	         O	              -	         O	      B-A0	      I-A1	         O	      I-A1	(PP*
         police	       NNS	      S-NP	         O	              -	         O	      E-A0	      E-A1	         O	      I-A1	(NP*))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	      I-A1	*
         unless	        IN	    S-SBAR	         O	              -	         O	  B-AM-ADV	  B-AM-ADV	         O	      I-A1	*
      otherwise	        RB	      B-VP	         O	              -	         O	  I-AM-ADV	  E-AM-ADV	         O	      I-A1	(ADVP*)
          noted	       VBN	      E-VP	         O	          noted	         O	  E-AM-ADV	       S-V	         O	      I-A1	*
              :	         :	         O	         O	              -	         O	         O	         O	         O	      I-A1	*
        NEWLINE	       NNP	      B-NP	    B-MISC	              -	         O	         O	      B-A0	         O	      I-A1	(NP*
        Trenton	       NNP	      I-NP	    I-MISC	              -	         O	         O	      I-A0	         O	      I-A1	*
        NEWLINE	       NNP	      I-NP	    E-MISC	              -	         O	         O	      I-A0	         O	      I-A1	*
       Shooting	       NNP	      I-NP	         O	              -	         O	         O	      I-A0	         O	      I-A1	*
         arrest	        NN	      E-NP	         O	              -	         O	         O	      I-A0	         O	      I-A1	*)
              :	         :	         O	         O	              -	         O	         O	      I-A0	         O	      I-A1	*
       Altyreek	       NNP	      B-NP	     B-PER	              -	         O	         O	      I-A0	      B-A1	      I-A1	(S(NP(NP(NP*
             K.	       NNP	      I-NP	     I-PER	              -	         O	         O	      I-A0	      I-A1	      I-A1	*
        Crawley	       NNP	      E-NP	     E-PER	              -	         O	         O	      I-A0	      I-A1	      I-A1	*)
              ,	         ,	         O	         O	              -	         O	         O	      I-A0	      I-A1	      I-A1	*
             19	        CD	      S-NP	         O	              -	         O	         O	      I-A0	      I-A1	      I-A1	(NP*)
              ,	         ,	         O	         O	              -	         O	         O	      I-A0	      I-A1	      I-A1	*)
             of	        IN	      S-PP	         O	              -	         O	         O	      I-A0	      I-A1	      I-A1	(PP*
        Trenton	       NNP	      S-NP	     S-LOC	              -	         O	         O	      I-A0	      E-A1	      I-A1	(NP*)))
            was	       VBD	      B-VP	         O	              -	         O	         O	      I-A0	         O	      I-A1	(VP*
       arrested	       VBN	      E-VP	         O	       arrested	         O	         O	      I-A0	       S-V	      I-A1	(VP*
             in	        IN	      S-PP	         O	              -	         O	         O	      I-A0	  B-AM-LOC	      I-A1	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	      I-A0	  I-AM-LOC	      I-A1	(NP(NP*
          first	        JJ	      I-NP	         O	              -	         O	         O	      I-A0	  I-AM-LOC	      I-A1	*
          block	        NN	      E-NP	         O	              -	         O	         O	      I-A0	  I-AM-LOC	      I-A1	*)
             of	        IN	      S-PP	         O	              -	         O	         O	      I-A0	  I-AM-LOC	      I-A1	(PP*
        Reading	       NNP	      B-NP	     B-LOC	              -	         O	         O	      I-A0	  I-AM-LOC	      I-A1	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	         O	         O	      I-A0	  E-AM-LOC	      I-A1	*))
             on	        IN	      S-PP	         O	              -	         O	         O	      I-A0	  B-AM-TMP	      I-A1	(PP*
       Thursday	       NNP	      S-NP	         O	              -	         O	         O	      I-A0	  E-AM-TMP	      I-A1	(NP*))))
             in	        IN	      S-PP	         O	              -	         O	         O	      I-A0	  B-AM-ADV	      I-A1	(PP*
     connection	        NN	      S-NP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	(NP(NP*)
           with	        IN	      S-PP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	(NP*
          March	       NNP	      I-NP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	*
              7	        CD	      I-NP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	*
       shooting	        NN	      E-NP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	*))
             on	        IN	      S-PP	         O	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	(PP*
         Spring	       NNP	      B-NP	     B-LOC	              -	         O	         O	      I-A0	  I-AM-ADV	      I-A1	(NP*
         Street	       NNP	      E-NP	     E-LOC	              -	         O	         O	      E-A0	  E-AM-ADV	      E-A1	*)))))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	         O	*
         police	        NN	      S-NP	         O	              -	         O	         O	         O	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	         O	         O	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	         O	         O	         O	*))

        Stephen	       NNP	      B-NP	     B-PER	              -	      B-A0	         O	(S1(S(NP*
             on	        IN	      S-PP	         O	              -	  I-AM-ADV	      I-A1	  I-AM-ADV	      B-A2	(PP*
            his	      PRP$	      B-NP	         O	              -	  I-AM-ADV	      I-A1	  I-AM-ADV	      I-A2	(NP*
           nose	        NN	      E-NP	         O	              -	  E-AM-ADV	      E-A1	  E-AM-ADV	      E-A2	*)))))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A1	      B-A1	(S1(S(S(NP*)
            was	       VBD	      B-VP	         O	              -	         O	      I-A1	(VP*
          taken	       VBN	      E-VP	         O	          taken	       S-V	      I-A1	(VP*
             to	        TO	      S-PP	         O	              -	      B-A2	      I-A1	(PP*
        Capital	       NNP	      B-NP	     B-ORG	              -	      I-A2	      I-A1	(NP*
         Health	       NNP	      I-NP	     I-ORG	              -	      I-A2	      I-A1	*
       Regional	       NNP	      I-NP	     I-ORG	              -	      I-A2	      I-A1	*
        Medical	       NNP	      I-NP	     I-ORG	              -	      I-A2	      I-A1	*
         Center	       NNP	      E-NP	     E-ORG	              -	      E-A2	      I-A1	*))
            for	        IN	      S-PP	         O	              -	  B-AM-PNC	      I-A1	(PP*
      treatment	        NN	      S-NP	         O	              -	  E-AM-PNC	      E-A1	(NP*)))))
              ,	         ,	         O	         O	              -	         O	         O	*
           Varn	       NNP	      S-NP	     S-PER	              -	         O	      S-A0	(NP*)
           said	       VBD	      S-VP	         O	           said	         O	       S-V	(VP*)
              .	         .	         O	         O	              -	         O	         O	*))

            The	        DT	      B-NP	         O	              -	      B-A0	         O	         O	(S1(S(NP*
       officers	       NNS	      E-NP	         O	              -	      E-A0	         O	         O	*)
           then	        RB	    S-ADVP	         O	              -	  S-AM-TMP	         O	         O	(ADVP*)
          spoke	       VBD	      S-VP	         O	          spoke	       S-V	         O	         O	(VP*
           with	        IN	      S-PP	         O	              -	      B-A1	         O	         O	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	      B-A0	         O	(NP(NP*
         female	        JJ	      I-NP	         O	              -	      I-A1	      I-A0	         O	*
         victim	        NN	      E-NP	         O	              -	      I-A1	      E-A0	         O	*)
            who	        WP	      S-NP	         O	              -	      I-A1	    S-R-A0	         O	(SBAR(WHNP*)
           told	       VBD	      S-VP	         O	           told	      I-A1	       S-V	         O	(S(VP*
         police	       NNS	      S-NP	         O	              -	      I-A1	      S-A2	         O	(NP*
           that	        IN	    S-SBAR	         O	              -	      I-A1	      B-A1	         O	(SBAR*
            she	       PRP	      S-NP	         O	              -	      I-A1	      I-A1	         O	(S(NP*)
            had	       VBD	      B-VP	         O	              -	      I-A1	      I-A1	         O	(VP*
           been	       VBN	      E-VP	         O	              -	      I-A1	      I-A1	         O	(VP*
             in	        IN	      S-PP	         O	              -	      I-A1	      I-A1	         O	(PP*
             an	        DT	      B-NP	         O	              -	      I-A1	      I-A1	         O	(NP(NP*
       argument	        NN	      E-NP	         O	              -	      I-A1	      I-A1	         O	*)
           with	        IN	      S-PP	         O	              -	      I-A1	      I-A1	         O	(PP*
          Jones	       NNP	      S-NP	     S-PER	              -	      I-A1	      I-A1	      S-A0	(NP*))))
              ,	         ,	         O	         O	              -	      I-A1	      I-A1	         O	*
            who	        WP	      S-NP	         O	              -	      I-A1	      I-A1	    S-R-A0	(SBAR(WHNP*)
        slashed	       VBD	      S-VP	         O	        slashed	      I-A1	      I-A1	       S-V	(S(VP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A1	      B-A1	(NP*
          tires	       NNS	      E-NP	         O	              -	      I-A1	      I-A1	      I-A1	*)
             on	        IN	      S-PP	         O	              -	      I-A1	      I-A1	      I-A1	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	      I-A1	      I-A1	(NP*
        vehicle	        NN	      E-NP	         O	              -	      I-A1	      I-A1	      E-A1	*))
             at	        IN	      S-PP	         O	              -	      I-A1	      I-A1	  B-AM-TMP	(PP*
           some	        DT	      B-NP	         O	              -	      I-A1	      I-A1	  I-AM-TMP	(NP*
          point	        NN	      E-NP	         O	              -	      I-A1	      I-A1	  I-AM-TMP	*))
         during	        IN	      S-PP	         O	              -	      I-A1	      I-A1	  I-AM-TMP	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A1	  I-AM-TMP	(NP*
       argument	        NN	      E-NP	         O	              -	      E-A1	      E-A1	  E-AM-TMP	*))))))))))))))))
              .	         .	         O	         O	              -	         O	         O	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A1	      S-A0	         O	(S1(S(S(NP*)
           then	        RB	    S-ADVP	         O	              -	  S-AM-TMP	         O	         O	(ADVP*)
           came	       VBD	      S-VP	         O	           came	       S-V	         O	         O	(VP*
           back	        RB	    S-ADVP	         O	              -	  S-AM-DIR	         O	         O	(ADVP*
             to	        TO	      S-PP	         O	              -	      B-A2	         O	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A2	         O	         O	(NP*
           door	        NN	      E-NP	         O	              -	      I-A2	         O	         O	*)))
             to	        TO	      B-VP	         O	              -	      I-A2	         O	         O	(S(VP*
          argue	        VB	      E-VP	         O	          argue	      I-A2	       S-V	         O	(VP*
           with	        IN	      S-PP	         O	              -	      I-A2	      B-A1	         O	(PP*
            the	        DT	      B-NP	         O	              -	      I-A2	      I-A1	         O	(NP*
         female	        JJ	      I-NP	         O	              -	      I-A2	      I-A1	         O	*
         victim	        NN	      E-NP	         O	              -	      I-A2	      E-A1	         O	*)))))))
            and	        CC	         O	         O	              -	      I-A2	         O	         O	*
            her	      PRP$	      B-NP	         O	              -	      I-A2	         O	      B-A0	(S(NP*
          uncle	        NN	      E-NP	         O	              -	      I-A2	         O	      E-A0	*)
     intervened	       VBD	      S-VP	         O	     intervened	      E-A2	         O	       S-V	(VP*))
              .	         .	         O	         O	              -	         O	         O	         O	*))

           Varn	       NNP	      S-NP	     S-PER	              -	      S-A0	         O	         O	         O	(S1(S(S(NP*)
           said	       VBD	      S-VP	         O	           said	       S-V	         O	         O	         O	(VP*
             at	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	         O	         O	(PP*
           that	        DT	      B-NP	         O	              -	  I-AM-TMP	         O	         O	         O	(NP*
          point	        NN	      E-NP	         O	              -	  E-AM-TMP	         O	         O	         O	*))))
              ,	         ,	         O	         O	              -	         O	         O	         O	         O	*
          Jones	       NNP	      S-NP	     S-PER	              -	         O	      S-A0	      S-A0	         O	(S(NP*)
      allegedly	        RB	    S-ADVP	         O	              -	         O	  S-AM-ADV	         O	         O	(ADVP*)
       produced	       VBD	      S-VP	         O	       produced	         O	       S-V	         O	         O	(VP(VP*
              a	        DT	      B-NP	         O	              -	         O	      B-A1	         O	         O	(NP*
          knife	        NN	      E-NP	         O	              -	         O	      E-A1	         O	         O	*))
            and	        CC	         O	         O	              -	         O	         O	         O	         O	*
        slashed	       VBD	      S-VP	         O	        slashed	         O	         O	       S-V	         O	(VP*
            the	        DT	      B-NP	         O	              -	         O	         O	      B-A1	         O	(NP*
            man	        NN	      E-NP	         O	              -	         O	         O	      E-A1	         O	*)
             in	        IN	      S-PP	         O	              -	         O	         O	      B-A2	         O	(PP*
            the	        DT	      B-NP	         O	              -	         O	         O	      I-A2	         O	(NP*
           face	        NN	      E-NP	         O	              -	         O	         O	      E-A2	         O	*))))
         before	        IN	    S-SBAR	         O	              -	         O	         O	  B-AM-TMP	         O	(SBAR*
             he	       PRP	      S-NP	         O	              -	         O	         O	  I-AM-TMP	      S-A0	(S(NP*)
           fled	       VBD	      S-VP	         O	           fled	         O	         O	  I-AM-TMP	       S-V	(VP*
            the	        DT	      B-NP	         O	              -	         O	         O	  I-AM-TMP	      B-A1	(NP*
          scene	        NN	      E-NP	         O	              -	         O	         O	  I-AM-TMP	      E-A1	*)
             on	        IN	      S-PP	         O	              -	         O	         O	  I-AM-TMP	  B-AM-MNR	(PP*
           foot	        NN	      S-NP	         O	              -	         O	         O	  E-AM-TMP	  E-AM-MNR	(NP*)))))
              .	         .	         O	         O	              -	         O	         O	         O	         O	*)))

             As	        IN	      S-PP	         O	              -	  B-AM-CAU	(S1(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-CAU	(NP(NP*
         result	        NN	      E-NP	         O	              -	  I-AM-CAU	*)
             of	        IN	      S-PP	         O	              -	  I-AM-CAU	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-CAU	(NP(NP*
  investigation	        NN	      E-NP	         O	              -	  E-AM-CAU	*)
              a	        DT	      B-NP	         O	              -	      B-A1	(SBAR(S(NP*
        warrant	        NN	      E-NP	         O	              -	      E-A1	*)
            was	       VBD	      B-VP	         O	              -	         O	(VP*
         issued	       VBN	      E-VP	         O	         issued	       S-V	(VP*
            for	        IN	      S-PP	         O	              -	  B-AM-PNC	(PP*
       Jones’	       NNP	      B-NP	    S-MISC	              -	  I-AM-PNC	(NP*
         arrest	        NN	      E-NP	         O	              -	  E-AM-PNC	*)))))))))
              .	         .	         O	         O	              -	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A1	      S-A1	(S1(S(NP*)
            was	       VBD	      B-VP	         O	              -	         O	         O	*
          taken	       VBN	      E-VP	         O	          taken	       S-V	         O	*
           into	        IN	      S-PP	         O	              -	  B-AM-DIR	         O	(PP*
        custody	        NN	      S-NP	         O	              -	  I-AM-DIR	         O	(NP*))
             at	        IN	      S-PP	         O	              -	  I-AM-DIR	         O	(PP*
        Trenton	       NNP	      B-NP	     B-ORG	              -	  I-AM-DIR	         O	(NP*
         Police	       NNP	      I-NP	     I-ORG	              -	  I-AM-DIR	         O	*
   Headquarters	       NNP	      E-NP	     E-ORG	              -	  E-AM-DIR	         O	*))
             on	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	(PP*
       Thursday	       NNP	      S-NP	         O	              -	  E-AM-TMP	         O	(NP*))
            and	        CC	         O	         O	              -	         O	         O	*
        charged	       VBN	      S-VP	         O	        charged	         O	       S-V	(VP*
           with	        IN	      S-PP	         O	              -	         O	      B-A2	(PP*
     aggravated	        JJ	      B-NP	         O	              -	         O	      I-A2	(NP(NP*
        assault	        NN	      E-NP	         O	              -	         O	      I-A2	*)
              ,	         ,	         O	         O	              -	         O	      I-A2	*
       unlawful	        JJ	      B-NP	         O	              -	  B-AM-ADV	      I-A2	(NP(NP*
     possession	        NN	      E-NP	         O	              -	  I-AM-ADV	      I-A2	*)
             of	        IN	      S-PP	         O	              -	  I-AM-ADV	      I-A2	(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-ADV	      I-A2	(NP(NP*
         weapon	        NN	      E-NP	         O	              -	  I-AM-ADV	      I-A2	*)
              ,	         ,	         O	         O	              -	  I-AM-ADV	      I-A2	*
     possession	        NN	      S-NP	         O	              -	  I-AM-ADV	      I-A2	(NP(NP*)
             of	        IN	      S-PP	         O	              -	  I-AM-ADV	      I-A2	(PP*
              a	        DT	      B-NP	         O	              -	  I-AM-ADV	      I-A2	(NP(NP*
         weapon	        NN	      E-NP	         O	              -	  I-AM-ADV	      I-A2	*)
            for	        IN	      S-PP	         O	              -	  I-AM-ADV	      I-A2	(PP*
             an	        DT	      B-NP	         O	              -	  I-AM-ADV	      I-A2	(NP*
       unlawful	        JJ	      I-NP	         O	              -	  I-AM-ADV	      I-A2	*
        purpose	        NN	      E-NP	         O	              -	  E-AM-ADV	      E-A2	*)))))))))))
              ,	         ,	         O	         O	              -	         O	         O	*
            and	        CC	         O	         O	              -	         O	         O	*
         simple	        JJ	      B-NP	         O	              -	         O	         O	(NP*
        assault	        NN	      I-NP	         O	              -	         O	         O	*
              .	         .	      I-NP	         O	              -	         O	         O	*
        NEWLINE	       NNP	      E-NP	     S-ORG	              -	         O	         O	*)))

          Drugs	       NNS	      S-NP	         O	              -	         O	         O	(S1(NP(NP*)
              :	         :	         O	         O	              -	         O	         O	*
         Police	       NNP	      S-NP	         O	              -	      S-A0	         O	(S(NP*)
       arrested	       VBD	      S-VP	         O	       arrested	       S-V	         O	(VP*
           Aula	       NNP	      B-NP	     B-PER	              -	      B-A1	         O	(NP(NP*
             D.	       NNP	      I-NP	     I-PER	              -	      I-A1	         O	*
          Boles	       NNP	      E-NP	     E-PER	              -	      I-A1	         O	*)
              ,	         ,	         O	         O	              -	      I-A1	         O	*
             39	        CD	      S-NP	         O	              -	      I-A1	         O	(NP*)
              ,	         ,	         O	         O	              -	      I-A1	         O	*)
             of	        IN	      S-PP	         O	              -	      I-A1	         O	(PP*
        Trenton	       NNP	      S-NP	     S-LOC	              -	      E-A1	         O	(NP*))
             on	        IN	      S-PP	         O	              -	  B-AM-TMP	         O	(PP*
       Thursday	       NNP	      S-NP	         O	              -	  I-AM-TMP	         O	(NP*))
             at	        IN	      S-PP	         O	              -	  I-AM-TMP	         O	(PP*
           5:52	        CD	      B-NP	         O	              -	  I-AM-TMP	         O	(NP(NP*
           p.m.	        NN	      E-NP	         O	              -	  I-AM-TMP	         O	*)
             in	        IN	      S-PP	         O	              -	  I-AM-TMP	         O	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	         O	(NP(NP*
            300	        CD	      I-NP	         O	              -	  I-AM-TMP	         O	*
          block	        NN	      E-NP	         O	              -	  I-AM-TMP	         O	*)
             of	        IN	      S-PP	         O	              -	  I-AM-TMP	         O	(PP*
          North	       NNP	      B-NP	     B-LOC	              -	  I-AM-TMP	         O	(NP*
        Clinton	       NNP	      I-NP	     I-LOC	              -	  I-AM-TMP	         O	*
         Avenue	       NNP	      E-NP	     E-LOC	              -	  I-AM-TMP	         O	*))
             by	        IN	      S-PP	         O	              -	  I-AM-TMP	         O	(PP*
         street	        NN	      B-NP	         O	              -	  I-AM-TMP	      B-A0	(NP*
         crimes	       NNS	      I-NP	         O	              -	  I-AM-TMP	      I-A0	*
           unit	        NN	      I-NP	         O	              -	  I-AM-TMP	      I-A0	*
     detectives	       NNS	      E-NP	         O	              -	  I-AM-TMP	      E-A0	*))
            who	        WP	      S-NP	         O	              -	  I-AM-TMP	    S-R-A0	(SBAR(WHNP*)
    interrupted	       VBD	      S-VP	         O	    interrupted	  I-AM-TMP	       S-V	(S(VP*
             an	        DT	      B-NP	         O	              -	  I-AM-TMP	      B-A1	(NP*
        alleged	       VBN	      I-NP	         O	              -	  I-AM-TMP	      I-A1	*
        illegal	        JJ	      I-NP	         O	              -	  I-AM-TMP	      I-A1	*
      narcotics	       NNS	      I-NP	         O	              -	  I-AM-TMP	      I-A1	*
    transaction	        NN	      E-NP	         O	              -	  E-AM-TMP	      E-A1	*))))))))))
              .	         .	         O	         O	              -	         O	         O	*))

            The	        DT	      B-NP	         O	              -	      B-A0	(S1(S(NP*
       officers	       NNS	      E-NP	         O	              -	      E-A0	*)
           then	        RB	    S-ADVP	         O	              -	  S-AM-TMP	(ADVP*)
          found	       VBD	      S-VP	         O	          found	       S-V	(VP*
           that	        IN	    S-SBAR	         O	              -	      B-A1	(SBAR*
          Boles	       NNP	      S-NP	     S-PER	              -	      I-A1	(S(NP*)
            was	       VBD	      S-VP	         O	              -	      I-A1	(VP*
             in	        IN	      S-PP	         O	              -	      I-A1	(PP*
     possession	        NN	      S-NP	         O	              -	      I-A1	(NP(NP(NP*)
             of	        IN	      S-PP	         O	              -	      I-A1	(PP*
             21	        CD	      B-NP	         O	              -	      I-A1	(NP*
          grams	       NNS	      I-NP	         O	              -	      I-A1	*
      marijuana	       NNS	      E-NP	         O	              -	      I-A1	*)))
            and	        CC	         O	         O	              -	      I-A1	*
              $	         $	      B-NP	         O	              -	      I-A1	(NP(NP*
            238	        CD	      E-NP	         O	              -	      I-A1	*)
             in	        IN	      S-PP	         O	              -	      I-A1	(PP*
       currency	        NN	      S-NP	         O	              -	      E-A1	(NP*)))))))))
              .	         .	         O	         O	              -	         O	*))

             He	       PRP	      S-NP	         O	              -	      S-A1	      S-A0	(S1(S(NP*)
            was	       VBD	      B-VP	         O	              -	         O	         O	(VP(VP*
       arrested	       VBN	      E-VP	         O	       arrested	       S-V	         O	(VP*))
            and	        CC	         O	         O	              -	         O	         O	*
          faces	       VBZ	      S-VP	         O	          faces	         O	       S-V	(VP*
     possession	        NN	      B-NP	         O	              -	         O	      B-A1	(NP(NP*)
            and	        CC	      I-NP	         O	              -	         O	      I-A1	*
   distribution	        NN	      I-NP	         O	              -	         O	      I-A1	(NP*
        charges	       NNS	      E-NP	         O	              -	         O	      E-A1	*))))
              .	         .	         O	         O	              -	         O	         O	*))

   Additionally	        RB	    S-ADVP	         O	              -	  S-AM-DIS	(S1(S(ADVP*)
             he	       PRP	      S-NP	         O	              -	      S-A0	(NP*)
            had	       VBD	      S-VP	         O	            had	       S-V	(VP*
        several	        JJ	      B-NP	         O	              -	      B-A1	(NP*
    outstanding	        JJ	      I-NP	         O	              -	      I-A1	*
       warrants	       NNS	      E-NP	         O	              -	      I-A1	*)
      according	       VBG	      S-PP	         O	              -	      I-A1	(PP*
             to	        TO	      S-PP	         O	              -	      I-A1	(PP*
         police	        NN	      B-NP	         O	              -	      I-A1	(NP*
        records	       NNS	      E-NP	         O	              -	      E-A1	*))))
              .	         .	         O	         O	              -	         O	*
        NEWLINE	       NNP	         O	     S-ORG	              -	         O	(NP*)))

  Advertisement	       NNP	      B-NP	         O	              -	         O	(S1(NP(NP*
        NEWLINE	       NNP	      I-NP	         O	              -	         O	*
        Assault	       NNP	      E-NP	         O	              -	         O	*)
              :	         :	         O	         O	              -	         O	*
         Police	       NNP	      S-NP	         O	              -	      S-A0	(S(NP*)
       arrested	       VBD	      S-VP	         O	       arrested	       S-V	(VP*
         Joseph	       NNP	      B-NP	     B-PER	              -	      B-A1	(NP(NP*
             G.	       NNP	      I-NP	     I-PER	              -	      I-A1	*
          Mikos	       NNP	      E-NP	     E-PER	              -	      I-A1	*)
              ,	         ,	         O	         O	              -	      I-A1	*
             50	        CD	      S-NP	         O	              -	      I-A1	(NP*)
              ,	         ,	         O	         O	              -	      I-A1	*
             of	        IN	      S-PP	         O	              -	      I-A1	(PP*
       Lawrence	       NNP	      S-NP	     S-PER	              -	      E-A1	(NP*))
             on	        IN	      S-PP	         O	              -	  B-AM-TMP	(PP*
       Thursday	       NNP	      S-NP	         O	              -	  I-AM-TMP	(NP*))
             at	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
           8:10	        CD	      B-NP	         O	              -	  I-AM-TMP	(NP(NP*
           p.m.	        NN	      E-NP	         O	              -	  I-AM-TMP	*)
             in	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
            the	        DT	      B-NP	         O	              -	  I-AM-TMP	(NP(NP*
            600	        CD	      I-NP	         O	              -	  I-AM-TMP	*
          block	        NN	      E-NP	         O	              -	  I-AM-TMP	*)
             of	        IN	      S-PP	         O	              -	  I-AM-TMP	(PP*
       Edgewood	       NNP	      B-NP	     B-LOC	              -	  I-AM-TMP	(NP*
         Avenue	       NNP	      E-NP	     E-LOC	              -	  E-AM-TMP	*)))))))))
              .	         .	         O	         O	              -	         O	*))

        Stephen	       NNP	      B-NP	     B-PER	              -	      B-A0	         O	(S1(S(NP*
           Varn	       NNP	      E-NP	     E-PER	              -	      E-A0	         O	*)
           said	       VBD	      S-VP	         O	           said	       S-V	         O	(VP*
           that	        IN	    S-SBAR	         O	              -	      B-A1	         O	(SBAR*
       officers	       NNS	      S-NP	         O	              -	      I-A1	      S-A1	(S(NP*)
           were	       VBD	      B-VP	         O	              -	      I-A1	         O	(VP*
       detailed	       VBN	      E-VP	         O	       detailed	      I-A1	       S-V	(VP*
             to	        TO	      S-PP	         O	              -	      I-A1	      B-A2	(PP*
            the	        DT	      B-NP	         O	              -	      I-A1	      I-A2	(NP*
           area	        NN	      E-NP	         O	              -	      I-A1	      E-A2	*))
             on	        IN	      S-PP	         O	              -	      I-A1	  B-AM-MNR	(PP*
              a	        DT	      B-NP	         O	              -	      I-A1	  I-AM-MNR	(NP(NP*
         report	        NN	      E-NP	         O	              -	      I-A1	  I-AM-MNR	*)
             of	        IN	      S-PP	         O	              -	      I-A1	  I-AM-MNR	(PP*
             an	        DT	      B-NP	         O	              -	      I-A1	  I-AM-MNR	(NP(NP*
        assault	        NN	      E-NP	         O	              -	      I-A1	  I-AM-MNR	*)
             in	        IN	      S-PP	         O	              -	      I-A1	  I-AM-MNR	(PP*
       progress	        NN	      S-NP	         O	              -	      E-A1	  E-AM-MNR	(NP*)))))))))))
              .	         .	         O	         O	              -	         O	         O	*))

           When	       WRB	    S-ADVP	         O	              -	S-R-AM-TMP	  B-AM-TMP	         O	         O	         O	(S1(X(SBAR(WHADVP*)
           they	       PRP	      S-NP	         O	              -	      S-A1	  I-AM-TMP	         O	         O	         O	(S(NP*)
        arrived	       VBD	      S-VP	         O	        arrived	       S-V	  E-AM-TMP	         O	         O	         O	(VP*
           they	       PRP	      S-NP	         O	              -	      S-A1	      S-A0	         O	         O	         O	(SBAR(S(NP*)
            met	       VBD	      S-VP	         O	            met	         O	       S-V	         O	         O	         O	(VP*
